split_type,cell_line,model,full_combination,ablated_environment,reduced_combination,r2_full,r2_reduced,delta_r2_ablation,delta_rmse_ablation,n_paired,status,warning
all,hl60,xgboost,sequence_dnase,dnase,sequence,-0.0192191967324759,-0.0161266366663792,0.0030925600660966987,-0.00017394324757820379,1,ok,CI_UNAVAILABLE
all,hl60,xgboost,sequence_h3k4me3,h3k4me3,sequence,-0.0109786379953038,-0.0161266366663792,-0.005147998671075401,0.00029014095483059776,1,ok,CI_UNAVAILABLE
all,hl60,xgboost,sequence_rrbs,rrbs,sequence,-0.0237702040796217,-0.0161266366663792,0.0076435674132425,-0.0004294386919545118,1,ok,CI_UNAVAILABLE
all,hl60,xgboost,sequence_ctcf_dnase,dnase,sequence_ctcf,0.0032282129668785,-0.0127385066482506,-0.015966719615129098,0.0009038209841123052,1,ok,CI_UNAVAILABLE
all,hl60,xgboost,sequence_ctcf_h3k4me3,h3k4me3,sequence_ctcf,-0.0130663793468077,-0.0127385066482506,0.00032787269855710094,-1.84848044692959e-05,1,ok,CI_UNAVAILABLE
all,hl60,xgboost,sequence_ctcf_rrbs,rrbs,sequence_ctcf,-0.0120358714231667,-0.0127385066482506,-0.0007026352250838995,3.962324303230513e-05,1,ok,CI_UNAVAILABLE
all,hl60,xgboost,sequence_ctcf_dnase,ctcf,sequence_dnase,0.0032282129668785,-0.0192191967324759,-0.0224474096993544,0.0012686361509137017,1,ok,CI_UNAVAILABLE
all,hl60,xgboost,sequence_dnase_h3k4me3,h3k4me3,sequence_dnase,-0.0102002964773628,-0.0192191967324759,-0.0090189002551131,0.0005080157229346016,1,ok,CI_UNAVAILABLE
all,hl60,xgboost,sequence_dnase_rrbs,rrbs,sequence_dnase,-0.0177659759528843,-0.0192191967324759,-0.0014532207795916012,8.170452406010276e-05,1,ok,CI_UNAVAILABLE
all,hl60,xgboost,sequence_ctcf_h3k4me3,ctcf,sequence_h3k4me3,-0.0130663793468077,-0.0109786379953038,0.0020877413515038995,-0.00011775384007670087,1,ok,CI_UNAVAILABLE
all,hl60,xgboost,sequence_dnase_h3k4me3,dnase,sequence_h3k4me3,-0.0102002964773628,-0.0109786379953038,-0.000778341517941001,4.393152052580007e-05,1,ok,CI_UNAVAILABLE
all,hl60,xgboost,sequence_h3k4me3_rrbs,rrbs,sequence_h3k4me3,-0.0058040291645315,-0.0109786379953038,-0.005174608830772301,0.00029238611459499186,1,ok,CI_UNAVAILABLE
all,hl60,xgboost,sequence_ctcf_rrbs,ctcf,sequence_rrbs,-0.0120358714231667,-0.0237702040796217,-0.011734332656455002,0.0006599338542100097,1,ok,CI_UNAVAILABLE
all,hl60,xgboost,sequence_dnase_rrbs,dnase,sequence_rrbs,-0.0177659759528843,-0.0237702040796217,-0.006004228126737402,0.00033719996843641076,1,ok,CI_UNAVAILABLE
all,hl60,xgboost,sequence_h3k4me3_rrbs,h3k4me3,sequence_rrbs,-0.0058040291645315,-0.0237702040796217,-0.0179661749150902,0.0010119657613801014,1,ok,CI_UNAVAILABLE
all,hl60,xgboost,sequence_ctcf_dnase_h3k4me3,h3k4me3,sequence_ctcf_dnase,-0.0320846596434989,0.0032282129668785,0.035312872610377403,-0.0019894464211288043,1,ok,CI_UNAVAILABLE
all,hl60,xgboost,sequence_ctcf_dnase_rrbs,rrbs,sequence_ctcf_dnase,-0.0141680410873881,0.0032282129668785,0.017396254054266598,-0.0009843933652080028,1,ok,CI_UNAVAILABLE
all,hl60,xgboost,sequence_ctcf_dnase_h3k4me3,dnase,sequence_ctcf_h3k4me3,-0.0320846596434989,-0.0130663793468077,0.0190182802966912,-0.0010671406325472033,1,ok,CI_UNAVAILABLE
all,hl60,xgboost,sequence_ctcf_h3k4me3_rrbs,rrbs,sequence_ctcf_h3k4me3,-0.0208806365887666,-0.0130663793468077,0.007814257241958899,-0.00043967026892070826,1,ok,CI_UNAVAILABLE
all,hl60,xgboost,sequence_ctcf_dnase_rrbs,dnase,sequence_ctcf_rrbs,-0.0141680410873881,-0.0120358714231667,0.0021321696642214,-0.00012019562412800278,1,ok,CI_UNAVAILABLE
all,hl60,xgboost,sequence_ctcf_h3k4me3_rrbs,h3k4me3,sequence_ctcf_rrbs,-0.0208806365887666,-0.0120358714231667,0.0088447651655999,-0.0004977783164223093,1,ok,CI_UNAVAILABLE
all,hl60,xgboost,sequence_ctcf_dnase_h3k4me3,ctcf,sequence_dnase_h3k4me3,-0.0320846596434989,-0.0102002964773628,0.021884363166136102,-0.0012288259931497042,1,ok,CI_UNAVAILABLE
all,hl60,xgboost,sequence_dnase_h3k4me3_rrbs,rrbs,sequence_dnase_h3k4me3,-0.010779044685047,-0.0102002964773628,0.0005787482076842002,-3.266759314120293e-05,1,ok,CI_UNAVAILABLE
all,hl60,xgboost,sequence_ctcf_dnase_rrbs,ctcf,sequence_dnase_rrbs,-0.0141680410873881,-0.0177659759528843,-0.0035979348654961996,0.00020253826164559618,1,ok,CI_UNAVAILABLE
all,hl60,xgboost,sequence_dnase_h3k4me3_rrbs,h3k4me3,sequence_dnase_rrbs,-0.010779044685047,-0.0177659759528843,-0.006986931267837299,0.00039364360573329593,1,ok,CI_UNAVAILABLE
all,hl60,xgboost,sequence_ctcf_h3k4me3_rrbs,ctcf,sequence_h3k4me3_rrbs,-0.0208806365887666,-0.0058040291645315,0.015076607424235099,-0.000849810223592401,1,ok,CI_UNAVAILABLE
all,hl60,xgboost,sequence_dnase_h3k4me3_rrbs,dnase,sequence_h3k4me3_rrbs,-0.010779044685047,-0.0058040291645315,0.0049750155205155,-0.0002811221872103947,1,ok,CI_UNAVAILABLE
all,hl60,xgboost,all,rrbs,sequence_ctcf_dnase_h3k4me3,-0.0312219187184081,-0.0320846596434989,-0.0008627409250907998,4.8195549852803055e-05,1,ok,CI_UNAVAILABLE
all,hl60,xgboost,all,h3k4me3,sequence_ctcf_dnase_rrbs,-0.0312219187184081,-0.0141680410873881,0.017053877631020002,-0.0009568575060679985,1,ok,CI_UNAVAILABLE
all,hl60,xgboost,all,dnase,sequence_ctcf_h3k4me3_rrbs,-0.0312219187184081,-0.0208806365887666,0.010341282129641503,-0.0005792748137736919,1,ok,CI_UNAVAILABLE
all,hl60,xgboost,all,ctcf,sequence_dnase_h3k4me3_rrbs,-0.0312219187184081,-0.010779044685047,0.020442874033361102,-0.0011479628501556982,1,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),sequence_ctcf,ctcf,sequence,0.04216225620863458,0.04630740709358748,0.004145150884952901,-0.0003503618425769253,4,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),sequence_dnase,dnase,sequence,0.044688211494173076,0.04630740709358748,0.0016191955994144039,-0.0001367835046353072,4,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),sequence_h3k4me3,h3k4me3,sequence,0.045247076852483005,0.04630740709358748,0.0010603302411044749,-9.50209687146028e-05,4,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),sequence_rrbs,rrbs,sequence,0.03808437147105492,0.04630740709358748,0.008223035622532552,-0.0006891250057495801,4,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),sequence_ctcf_dnase,dnase,sequence_ctcf,0.04539459852743785,0.04216225620863458,-0.0032323423188032746,0.00027076727004134854,4,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),sequence_ctcf_h3k4me3,h3k4me3,sequence_ctcf,0.045888062195308305,0.04216225620863458,-0.003725805986673724,0.0003175132971457162,4,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),sequence_ctcf_rrbs,rrbs,sequence_ctcf,0.04646687183387095,0.04216225620863458,-0.004304615625236376,0.00036219214829117524,4,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),sequence_ctcf_dnase,ctcf,sequence_dnase,0.04539459852743785,0.044688211494173076,-0.0007063870332647774,5.7188932099730416e-05,4,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),sequence_dnase_h3k4me3,h3k4me3,sequence_dnase,0.04114382145422629,0.044688211494173076,0.003544390039946772,-0.0003034028722944393,4,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),sequence_dnase_rrbs,rrbs,sequence_dnase,0.03935227760284948,0.044688211494173076,0.005335933891323598,-0.000457252189714992,4,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),sequence_ctcf_h3k4me3,ctcf,sequence_h3k4me3,0.045888062195308305,0.045247076852483005,-0.0006409853428252978,6.217242328339367e-05,4,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),sequence_dnase_h3k4me3,dnase,sequence_h3k4me3,0.04114382145422629,0.045247076852483005,0.004103255398256701,-0.0003451654082151437,4,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),sequence_h3k4me3_rrbs,rrbs,sequence_h3k4me3,0.04300327841768737,0.045247076852483005,0.0022437984347956274,-0.00019198795370971994,4,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),sequence_ctcf_rrbs,ctcf,sequence_rrbs,0.04646687183387095,0.03808437147105492,-0.008382500362816027,0.0007009553114638301,4,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),sequence_dnase_rrbs,dnase,sequence_rrbs,0.03935227760284948,0.03808437147105492,-0.0012679061317945493,9.508931139928095e-05,4,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),sequence_h3k4me3_rrbs,h3k4me3,sequence_rrbs,0.04300327841768737,0.03808437147105492,-0.004918906946632449,0.0004021160833252574,4,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),sequence_ctcf_dnase_h3k4me3,h3k4me3,sequence_ctcf_dnase,0.04548501969005603,0.04539459852743785,-9.042116261817439e-05,8.83896583699778e-06,4,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),sequence_ctcf_dnase_rrbs,rrbs,sequence_ctcf_dnase,0.0410131754007089,0.04539459852743785,0.004381423126728949,-0.0003647617017176058,4,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),sequence_ctcf_dnase_h3k4me3,dnase,sequence_ctcf_h3k4me3,0.04548501969005603,0.045888062195308305,0.00040304250525227507,-3.790706126736987e-05,4,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),sequence_ctcf_h3k4me3_rrbs,rrbs,sequence_ctcf_h3k4me3,0.0409785604607674,0.045888062195308305,0.004909501734540899,-0.00041425039561085453,4,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),sequence_ctcf_dnase_rrbs,dnase,sequence_ctcf_rrbs,0.0410131754007089,0.04646687183387095,0.0054536964331620506,-0.0004561865799674325,4,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),sequence_ctcf_h3k4me3_rrbs,h3k4me3,sequence_ctcf_rrbs,0.0409785604607674,0.04646687183387095,0.005488311373103551,-0.0004589292467563136,4,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),sequence_ctcf_dnase_h3k4me3,ctcf,sequence_dnase_h3k4me3,0.04548501969005603,0.04114382145422629,-0.004341198235829724,0.0003694307702311675,4,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),sequence_dnase_h3k4me3_rrbs,rrbs,sequence_dnase_h3k4me3,0.0396842242621719,0.04114382145422629,0.001459597192054401,-0.00011491289473397615,4,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),sequence_ctcf_dnase_rrbs,ctcf,sequence_dnase_rrbs,0.0410131754007089,0.03935227760284948,-0.0016608977978594267,0.0001496794200971166,4,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),sequence_dnase_h3k4me3_rrbs,h3k4me3,sequence_dnase_rrbs,0.0396842242621719,0.03935227760284948,-0.0003319466593224253,3.8936422686576544e-05,4,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),sequence_ctcf_h3k4me3_rrbs,ctcf,sequence_h3k4me3_rrbs,0.0409785604607674,0.04300327841768737,0.0020247179569199735,-0.00016009001861774091,4,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),sequence_dnase_h3k4me3_rrbs,dnase,sequence_h3k4me3_rrbs,0.0396842242621719,0.04300327841768737,0.0033190541555154747,-0.0002680903492393999,4,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),all,rrbs,sequence_ctcf_dnase_h3k4me3,0.04061118844881813,0.04548501969005603,0.004873831241237899,-0.00041470447319200826,4,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),all,h3k4me3,sequence_ctcf_dnase_rrbs,0.04061118844881813,0.0410131754007089,0.0004019869518907754,-4.110380563740468e-05,4,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),all,dnase,sequence_ctcf_h3k4me3_rrbs,0.04061118844881813,0.0409785604607674,0.00036737201194927526,-3.83611388485236e-05,4,ok,CI_UNAVAILABLE
mixed,none,cnn(3|3),all,ctcf,sequence_dnase_h3k4me3_rrbs,0.04061118844881813,0.0396842242621719,-0.000926964186646226,6.963919177313538e-05,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),sequence_ctcf,ctcf,sequence,0.07182278874230043,0.07092037200682298,-0.0009024167354774477,7.032856273229277e-05,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),sequence_dnase,dnase,sequence,0.07346494786670313,0.07092037200682298,-0.0025445758598801483,0.00021719926682096935,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),sequence_h3k4me3,h3k4me3,sequence,0.07487784119676916,0.07092037200682298,-0.003957469189946173,0.0003376525749494985,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),sequence_rrbs,rrbs,sequence,0.06830654412586422,0.07092037200682298,0.002613827880958753,-0.00023047305193075324,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),sequence_ctcf_dnase,dnase,sequence_ctcf,0.06800484198937856,0.07182278874230043,0.0038179467529218733,-0.0003336328302859237,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),sequence_ctcf_h3k4me3,h3k4me3,sequence_ctcf,0.06473413658206535,0.07182278874230043,0.007088652160235073,-0.0006100311954779711,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),sequence_ctcf_rrbs,rrbs,sequence_ctcf,0.06767225922228415,0.07182278874230043,0.004150529520016275,-0.0003631829849372256,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),sequence_ctcf_dnase,ctcf,sequence_dnase,0.06800484198937856,0.07346494786670313,0.005460105877324574,-0.0004805035343746003,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),sequence_dnase_h3k4me3,h3k4me3,sequence_dnase,0.07392408174383536,0.07346494786670313,-0.00045913387713222495,2.535194443990807e-05,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),sequence_dnase_rrbs,rrbs,sequence_dnase,0.06815880158507373,0.07346494786670313,0.0053061462816294,-0.00046984573230142435,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),sequence_ctcf_h3k4me3,ctcf,sequence_h3k4me3,0.06473413658206535,0.07487784119676916,0.010143704614703798,-0.0008773552076951768,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),sequence_dnase_h3k4me3,dnase,sequence_h3k4me3,0.07392408174383536,0.07487784119676916,0.0009537594529338,-9.51013636886211e-05,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),sequence_h3k4me3_rrbs,rrbs,sequence_h3k4me3,0.06465844490319447,0.07487784119676916,0.010219396293574675,-0.0008891165315336527,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),sequence_ctcf_rrbs,ctcf,sequence_rrbs,0.06767225922228415,0.06830654412586422,0.0006342849035800742,-6.238137027417961e-05,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),sequence_dnase_rrbs,dnase,sequence_rrbs,0.06815880158507373,0.06830654412586422,0.0001477425407904985,-2.217341354970176e-05,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),sequence_h3k4me3_rrbs,h3k4me3,sequence_rrbs,0.06465844490319447,0.06830654412586422,0.003648099222669749,-0.00032099090465340097,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),sequence_ctcf_dnase_h3k4me3,h3k4me3,sequence_ctcf_dnase,0.0705552759171279,0.06800484198937856,-0.0025504339277493474,0.00022166183608027246,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),sequence_ctcf_dnase_rrbs,rrbs,sequence_ctcf_dnase,0.07091081633129123,0.06800484198937856,-0.0029059743419126757,0.00024256534167247518,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),sequence_ctcf_dnase_h3k4me3,dnase,sequence_ctcf_h3k4me3,0.0705552759171279,0.06473413658206535,-0.005821139335062547,0.0004980602012723198,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),sequence_ctcf_h3k4me3_rrbs,rrbs,sequence_ctcf_h3k4me3,0.07261295346059603,0.06473413658206535,-0.007878816878530674,0.0006698120238721947,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),sequence_ctcf_dnase_rrbs,dnase,sequence_ctcf_rrbs,0.07091081633129123,0.06767225922228415,-0.0032385571090070772,0.0002721154963237771,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),sequence_ctcf_h3k4me3_rrbs,h3k4me3,sequence_ctcf_rrbs,0.07261295346059603,0.06767225922228415,-0.004940694238311876,0.0004229638133314492,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),sequence_ctcf_dnase_h3k4me3,ctcf,sequence_dnase_h3k4me3,0.0705552759171279,0.07392408174383536,0.0033688058267074515,-0.0002841936427342359,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),sequence_dnase_h3k4me3_rrbs,rrbs,sequence_dnase_h3k4me3,0.06626403511602566,0.07392408174383536,0.0076600466278097,-0.0006584090960899541,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),sequence_ctcf_dnase_rrbs,ctcf,sequence_dnase_rrbs,0.07091081633129123,0.06815880158507373,-0.0027520147462175015,0.00023190753959929922,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),sequence_dnase_h3k4me3_rrbs,h3k4me3,sequence_dnase_rrbs,0.06626403511602566,0.06815880158507373,0.0018947664690480755,-0.0001632114193486217,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),sequence_ctcf_h3k4me3_rrbs,ctcf,sequence_h3k4me3_rrbs,0.07261295346059603,0.06465844490319447,-0.007954508557401551,0.0006815733477106706,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),sequence_dnase_h3k4me3_rrbs,dnase,sequence_h3k4me3_rrbs,0.06626403511602566,0.06465844490319447,-0.001605590212831175,0.0001356060717550775,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),all,rrbs,sequence_ctcf_dnase_h3k4me3,0.07486323079095035,0.0705552759171279,-0.004307954873822451,0.00036326812046563045,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),all,h3k4me3,sequence_ctcf_dnase_rrbs,0.07486323079095035,0.07091081633129123,-0.003952414459659123,0.00034236461487342773,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),all,dnase,sequence_ctcf_h3k4me3_rrbs,0.07486323079095035,0.07261295346059603,-0.002250277330354324,0.00019151629786575558,4,ok,CI_UNAVAILABLE
mixed,none,cnn(5|3),all,ctcf,sequence_dnase_h3k4me3_rrbs,0.07486323079095035,0.06626403511602566,-0.0085991956749247,0.0007374835738213487,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),sequence_ctcf,ctcf,sequence,0.07269658792383116,0.08155694587199948,0.008860357948168328,-0.0007724226464819045,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),sequence_dnase,dnase,sequence,0.07862217719762188,0.08155694587199948,0.0029347686743776014,-0.0002578283969617706,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),sequence_h3k4me3,h3k4me3,sequence,0.0739243859229495,0.08155694587199948,0.007632559949049975,-0.0006692344042086781,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),sequence_rrbs,rrbs,sequence,0.06956055350819686,0.08155694587199948,0.011996392363802625,-0.001033602516123465,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),sequence_ctcf_dnase,dnase,sequence_ctcf,0.07039954019160317,0.07269658792383116,0.0022970477322279727,-0.0001761495221254475,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),sequence_ctcf_h3k4me3,h3k4me3,sequence_ctcf,0.07748625479614907,0.07269658792383116,-0.004789666872317924,0.0004489973330649086,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),sequence_ctcf_rrbs,rrbs,sequence_ctcf,0.0775484076887494,0.07269658792383116,-0.0048518197649182505,0.00045113905989876274,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),sequence_ctcf_dnase,ctcf,sequence_dnase,0.07039954019160317,0.07862217719762188,0.008222637006018699,-0.0006907437716455814,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),sequence_dnase_h3k4me3,h3k4me3,sequence_dnase,0.07480384080582325,0.07862217719762188,0.003818336391798627,-0.0002987074743225071,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),sequence_dnase_rrbs,rrbs,sequence_dnase,0.0784877809352389,0.07862217719762188,0.00013439626238297836,2.4224395259939135e-06,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),sequence_ctcf_h3k4me3,ctcf,sequence_h3k4me3,0.07748625479614907,0.0739243859229495,-0.003561868873199571,0.0003458090907916822,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),sequence_dnase_h3k4me3,dnase,sequence_h3k4me3,0.07480384080582325,0.0739243859229495,-0.0008794548828737463,0.00011269853292440041,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),sequence_h3k4me3_rrbs,rrbs,sequence_h3k4me3,0.08460235811837462,0.0739243859229495,-0.010677972195425121,0.0009316781727149032,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),sequence_ctcf_rrbs,ctcf,sequence_rrbs,0.0775484076887494,0.06956055350819686,-0.007987854180552548,0.0007123189295403232,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),sequence_dnase_rrbs,dnase,sequence_rrbs,0.0784877809352389,0.06956055350819686,-0.008927227427042045,0.0007781965586876882,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),sequence_h3k4me3_rrbs,h3k4me3,sequence_rrbs,0.08460235811837462,0.06956055350819686,-0.015041804610177772,0.00129604628462969,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),sequence_ctcf_dnase_h3k4me3,h3k4me3,sequence_ctcf_dnase,0.08114929051669137,0.07039954019160317,-0.010749750325088198,0.0009189448904534311,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),sequence_ctcf_dnase_rrbs,rrbs,sequence_ctcf_dnase,0.07936556034090265,0.07039954019160317,-0.00896602014929947,0.0007692463681130829,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),sequence_ctcf_dnase_h3k4me3,dnase,sequence_ctcf_h3k4me3,0.08114929051669137,0.07748625479614907,-0.0036630357205423014,0.0002937980352630751,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),sequence_ctcf_h3k4me3_rrbs,rrbs,sequence_ctcf_h3k4me3,0.07840355327709597,0.07748625479614907,-0.0009172984809469008,6.69598275711697e-05,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),sequence_ctcf_dnase_rrbs,dnase,sequence_ctcf_rrbs,0.07936556034090265,0.0775484076887494,-0.001817152652153247,0.00014195778608887266,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),sequence_ctcf_h3k4me3_rrbs,h3k4me3,sequence_ctcf_rrbs,0.07840355327709597,0.0775484076887494,-0.0008551455883465744,6.481810073731553e-05,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),sequence_ctcf_dnase_h3k4me3,ctcf,sequence_dnase_h3k4me3,0.08114929051669137,0.07480384080582325,-0.006345449710868126,0.0005269085931303569,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),sequence_dnase_h3k4me3_rrbs,rrbs,sequence_dnase_h3k4me3,0.07441969800750285,0.07480384080582325,0.0003841427983203947,-3.8593947540313533e-05,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),sequence_ctcf_dnase_rrbs,ctcf,sequence_dnase_rrbs,0.07936556034090265,0.0784877809352389,-0.0008777794056637495,7.60801569415076e-05,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),sequence_dnase_h3k4me3_rrbs,h3k4me3,sequence_dnase_rrbs,0.07441969800750285,0.0784877809352389,0.004068082927736043,-0.00033972386138881455,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),sequence_ctcf_h3k4me3_rrbs,ctcf,sequence_h3k4me3_rrbs,0.07840355327709597,0.08460235811837462,0.00619880484127865,-0.0005189092543520513,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),sequence_dnase_h3k4me3_rrbs,dnase,sequence_h3k4me3_rrbs,0.07441969800750285,0.08460235811837462,0.01018266011087177,-0.0008575735873308163,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),all,rrbs,sequence_ctcf_dnase_h3k4me3,0.08434826023556531,0.08114929051669137,-0.003198969718873925,0.00027434562784279387,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),all,h3k4me3,sequence_ctcf_dnase_rrbs,0.08434826023556531,0.07936556034090265,-0.004982699894662653,0.0004240441501831421,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),all,dnase,sequence_ctcf_h3k4me3_rrbs,0.08434826023556531,0.07840355327709597,-0.005944706958469326,0.0005011838355346993,4,ok,CI_UNAVAILABLE
mixed,none,cnn(7|3),all,ctcf,sequence_dnase_h3k4me3_rrbs,0.08434826023556531,0.07441969800750285,-0.009928562228062446,0.0008398481685134643,4,ok,CI_UNAVAILABLE
mixed,none,linear,sequence_ctcf,ctcf,sequence,0.07533994538434668,0.07665283404818166,0.0013128886638349747,-0.00011402808445650642,4,ok,CI_UNAVAILABLE
mixed,none,linear,sequence_dnase,dnase,sequence,0.0719508384758845,0.07121209781445603,-0.0007387406614284692,6.434431309486806e-05,3,ok,INVALID_EXPERIMENTS_EXCLUDED;CI_UNAVAILABLE
mixed,none,linear,sequence_h3k4me3,h3k4me3,sequence,0.07462796120695185,0.07665283404818166,0.0020248728412298,-0.0001733222289034067,4,ok,CI_UNAVAILABLE
mixed,none,linear,sequence_rrbs,rrbs,sequence,0.07550575445408036,0.07665283404818166,0.0011470795941012774,-9.97437978111082e-05,4,ok,CI_UNAVAILABLE
mixed,none,linear,sequence_ctcf_dnase,dnase,sequence_ctcf,0.075622457047633,0.07533994538434668,-0.00028251166328632435,2.492735854119771e-05,4,ok,CI_UNAVAILABLE
mixed,none,linear,sequence_ctcf_h3k4me3,h3k4me3,sequence_ctcf,0.0735128453901913,0.07533994538434668,0.0018270999941553713,-0.00015636291472616998,4,ok,CI_UNAVAILABLE
mixed,none,linear,sequence_ctcf_rrbs,rrbs,sequence_ctcf,0.07419880278212543,0.07533994538434668,0.0011411426022212515,-9.938410764674666e-05,4,ok,CI_UNAVAILABLE
mixed,none,linear,sequence_ctcf_dnase,ctcf,sequence_dnase,0.06988280110179963,0.0719508384758845,0.002068037374084869,-0.0001793315797676461,3,ok,INVALID_EXPERIMENTS_EXCLUDED;CI_UNAVAILABLE
mixed,none,linear,sequence_dnase_h3k4me3,h3k4me3,sequence_dnase,0.07070972718751313,0.0719508384758845,0.001241111288371367,-0.00010619879735154769,3,ok,INVALID_EXPERIMENTS_EXCLUDED;CI_UNAVAILABLE
mixed,none,linear,sequence_dnase_rrbs,rrbs,sequence_dnase,0.07152613047264017,0.0719508384758845,0.00042470800324433355,-3.856103805345105e-05,3,ok,INVALID_EXPERIMENTS_EXCLUDED;CI_UNAVAILABLE
