model,split_type,cell_line,environment,random_seed,n_train,n_valid,n_test,R2,MAE,RMSE,Pearson,Spearman,MSE,source_table,run_name
cnn(3|3),all,hct116,sequence_ctcf_h3k4me3,42,7003,1240,4239,0.036599156327575,0.133608850359348,0.168550893963615,0.2032929281817052,0.2208576454796536,0.0284094038559338,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_h3k4me3_heldout_hct116_kernel_3
cnn(3|3),all,hek293t,sequence_ctcf_h3k4me3,42,12270,2144,2333,-0.2987209112122722,0.1103023413698074,0.1365232766548764,-0.1292192481132304,-0.0975384383285436,0.0186386050685839,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_h3k4me3_heldout_hek293t_kernel_3
cnn(3|3),all,hela,sequence_ctcf_h3k4me3,42,3707,655,8101,-0.029646361038806,0.1448597119574547,0.1847649993398165,-0.0140982137323728,-0.0088068016017648,0.0341381049810424,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_h3k4me3_heldout_hela_kernel_3
cnn(3|3),all,hl60,sequence_ctcf_h3k4me3,42,12313,2186,2076,-0.030278505279141,0.0901571391105494,0.1151862737031034,0.110304160365122,0.0817105202373375,0.0132678776496062,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_h3k4me3_heldout_hl60_kernel_3
cnn(5|3),all,hct116,sequence_ctcf_h3k4me3,42,7003,1240,4239,0.0648207107475539,0.1356634413803368,0.1660638067664194,0.2690320957236647,0.2831715082195996,0.0275771879177546,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_h3k4me3_heldout_hct116_kernel_5
cnn(5|3),all,hek293t,sequence_ctcf_h3k4me3,42,12270,2144,2333,-0.3204605590652198,0.1093943167255893,0.1376611848856909,-0.1466093002200779,-0.1106903773797211,0.0189506018241324,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_h3k4me3_heldout_hek293t_kernel_5
cnn(5|3),all,hela,sequence_ctcf_h3k4me3,42,3707,655,8101,-0.0211910430963955,0.1455146706582676,0.1840048027566257,0.003699488065261,0.007683409450202,0.0338577674375047,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_h3k4me3_heldout_hela_kernel_5
cnn(5|3),all,hl60,sequence_ctcf_h3k4me3,42,12313,2186,2076,0.0439582796997837,0.0865986645625462,0.1109588205557444,0.2310577121228089,0.2500279034489984,0.0123118598591219,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_h3k4me3_heldout_hl60_kernel_5
cnn(7|3),all,hct116,sequence_ctcf_h3k4me3,42,7003,1240,4239,0.0859330670990615,0.1336760907893862,0.1641786001076671,0.3025373919403102,0.3126903829621168,0.0269546127333132,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_h3k4me3_heldout_hct116_kernel_7
cnn(7|3),all,hek293t,sequence_ctcf_h3k4me3,42,12270,2144,2333,-0.4588366955547998,0.1163120140164669,0.144694534161074,-0.1561329010532377,-0.142764002317567,0.0209365082160902,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_h3k4me3_heldout_hek293t_kernel_7
cnn(7|3),all,hela,sequence_ctcf_h3k4me3,42,3707,655,8101,-0.0311135581639818,0.1432886635002833,0.1848965931488441,0.0263207129283039,0.0218176947539443,0.0341867501580492,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_h3k4me3_heldout_hela_kernel_7
cnn(7|3),all,hl60,sequence_ctcf_h3k4me3,42,12313,2186,2076,0.036294762880176,0.0870174397481156,0.11140264927139,0.2409814529717779,0.2462582780329798,0.0124105502646843,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_h3k4me3_heldout_hl60_kernel_7
transformer,all,hct116,sequence_ctcf_h3k4me3,42,7003,1240,4239,0.0733090863095846,0.1307804514338363,0.1653084301002194,0.2935710545624956,0.2992828198606656,0.0273268770621991,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_transformer_sequence_ctcf_h3k4me3_heldout_hct116
transformer,all,hek293t,sequence_ctcf_h3k4me3,42,12270,2144,2333,-0.3849048310082101,0.110858522424218,0.1409804042552649,-0.1681451270203203,-0.1377893146382217,0.0198754743839779,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_transformer_sequence_ctcf_h3k4me3_heldout_hek293t
transformer,all,hela,sequence_ctcf_h3k4me3,42,3707,655,8101,0.0008435595251968,0.1451967371763999,0.1820088084080189,0.0947487649480185,0.096384544766538,0.0331272063381069,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_transformer_sequence_ctcf_h3k4me3_heldout_hela
transformer,all,hl60,sequence_ctcf_h3k4me3,42,12313,2186,2076,0.0145596676810092,0.0883903439005976,0.1126519142676933,0.1721521614478572,0.1301680926507444,0.0126904537881757,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_transformer_sequence_ctcf_h3k4me3_heldout_hl60
linear,all,hct116,sequence_ctcf_rrbs,42,7003,1240,4239,0.0921233475141729,0.1321370695616445,0.163621727266201,0.3076171363747326,0.3097012062480637,0.026772069633575,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_ctcf_rrbs_heldout_hct116
linear,all,hek293t,sequence_ctcf_rrbs,42,12270,2144,2333,-0.439822695403705,0.1136567734846141,0.1437484908391507,-0.1694268765811676,-0.1292903711847255,0.0206636286185333,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_ctcf_rrbs_heldout_hek293t
linear,all,hela,sequence_ctcf_rrbs,42,3707,655,8101,0.003795957560104,0.1437225208884772,0.1817397014014029,0.1083792100353013,0.1154972469354055,0.0330293190654711,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_ctcf_rrbs_heldout_hela
linear,all,hl60,sequence_ctcf_rrbs,42,12313,2186,2076,0.02777050301226,0.0887682574248454,0.1118942593627347,0.2694331946396106,0.2689995679360674,0.0125203252783349,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_ctcf_rrbs_heldout_hl60
xgboost,all,hct116,sequence_ctcf_rrbs,42,7003,1240,4239,0.0852403696926645,0.1326560472845547,0.1642407971681865,0.3038633758517647,0.3089866222616466,0.0269750394544413,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_ctcf_rrbs_heldout_hct116
xgboost,all,hek293t,sequence_ctcf_rrbs,42,12270,2144,2333,-0.4269160475499556,0.1133512573782155,0.1431027558906046,-0.185956025014138,-0.1399265229621296,0.0204783987434859,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_ctcf_rrbs_heldout_hek293t
xgboost,all,hela,sequence_ctcf_rrbs,42,3707,655,8101,-0.0082172847919246,0.1442094548314373,0.1828322187536554,0.0541081014738717,0.0484082016079945,0.0334276202143845,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_ctcf_rrbs_heldout_hela
xgboost,all,hl60,sequence_ctcf_rrbs,42,12313,2186,2076,-0.0120358714231667,0.0902289178712304,0.114161945837437,0.1840900574545297,0.171760375044404,0.0130329498773899,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_ctcf_rrbs_heldout_hl60
mlp,all,hct116,sequence_ctcf_rrbs,42,7003,1240,4239,0.0847494497504959,0.1327872274442724,0.164284862442367,0.2960873669601678,0.2953514815309311,0.0269895160277074,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_ctcf_rrbs_heldout_hct116
mlp,all,hek293t,sequence_ctcf_rrbs,42,12270,2144,2333,-0.3612620583476404,0.1129300537149102,0.1397718316231787,-0.1553744837344205,-0.1292714942587012,0.0195361649152982,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_ctcf_rrbs_heldout_hek293t
mlp,all,hela,sequence_ctcf_rrbs,42,3707,655,8101,-0.0020217353277616,0.1458518339295459,0.182269596174261,0.0470141002291783,0.0404957552528845,0.0332222056895281,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_ctcf_rrbs_heldout_hela
mlp,all,hl60,sequence_ctcf_rrbs,42,12313,2186,2076,-0.0350305476765324,0.0904572452131393,0.1154516098885733,0.1664758247939531,0.1650388561384521,0.0133290742258633,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_ctcf_rrbs_heldout_hl60
cnn(3|3),all,hct116,sequence_ctcf_rrbs,42,7003,1240,4239,0.0425483658645327,0.1339999796801671,0.1680296688514904,0.2125285204731797,0.2251382687463393,0.0282339696143415,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_rrbs_heldout_hct116_kernel_3
cnn(3|3),all,hek293t,sequence_ctcf_rrbs,42,12270,2144,2333,-0.2687464278963787,0.1083415414861763,0.1349386008389095,-0.1195376354504763,-0.077482272827088,0.0182084259963625,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_rrbs_heldout_hek293t_kernel_3
cnn(3|3),all,hela,sequence_ctcf_rrbs,42,3707,655,8101,-0.0203394922064417,0.1450215357187545,0.1839280677846127,-0.0180629875301881,-0.0142154332174661,0.033829534118981,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_rrbs_heldout_hela_kernel_3
cnn(3|3),all,hl60,sequence_ctcf_rrbs,42,12313,2186,2076,-0.0552474108548981,0.091623421942345,0.1165736935569579,0.0902014795072585,0.0544292373242753,0.0135894260295115,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_rrbs_heldout_hl60_kernel_3
cnn(5|3),all,hct116,sequence_ctcf_rrbs,42,7003,1240,4239,0.0642556913432816,0.1330999902788207,0.166113965653606,0.2682809714531238,0.2767092095526,0.0275938495851674,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_rrbs_heldout_hct116_kernel_5
cnn(5|3),all,hek293t,sequence_ctcf_rrbs,42,12270,2144,2333,-0.3981426361952374,0.1127650236868189,0.1416525921631197,-0.1421596393294484,-0.1251679824748215,0.0200654568665311,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_rrbs_heldout_hek293t_kernel_5
cnn(5|3),all,hela,sequence_ctcf_rrbs,42,3707,655,8101,-0.0225446083231022,0.1452974635133213,0.1841267094396305,-0.0047580292668473,-0.0010549775693698,0.0339026451290661,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_rrbs_heldout_hela_kernel_5
cnn(5|3),all,hl60,sequence_ctcf_rrbs,42,12313,2186,2076,-0.0412978151812202,0.0902334988334347,0.1158006208924388,0.1848775420721392,0.1803186823627125,0.0134097837990743,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_rrbs_heldout_hl60_kernel_5
cnn(7|3),all,hct116,sequence_ctcf_rrbs,42,7003,1240,4239,0.0713944742729127,0.1355527701116552,0.1654791117132221,0.2792796032608862,0.2926929277627185,0.027383336413397,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_rrbs_heldout_hct116_kernel_7
cnn(7|3),all,hek293t,sequence_ctcf_rrbs,42,12270,2144,2333,-0.4529202610013105,0.1151284287387063,0.1444008256601491,-0.1609008018639351,-0.1405223910422883,0.0208515984513327,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_rrbs_heldout_hek293t_kernel_7
cnn(7|3),all,hela,sequence_ctcf_rrbs,42,3707,655,8101,-0.0363772129710078,0.1480332088429403,0.1853679248218114,0.0387122434530067,0.0306370480127536,0.0343612675527447,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_rrbs_heldout_hela_kernel_7
cnn(7|3),all,hl60,sequence_ctcf_rrbs,42,12313,2186,2076,0.036350822542112,0.0865430665572096,0.1113994090245586,0.2210121781969118,0.2410335105487059,0.0124098283310209,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_ctcf_rrbs_heldout_hl60_kernel_7
transformer,all,hct116,sequence_ctcf_rrbs,42,7003,1240,4239,0.0826742061606226,0.1315151161445112,0.1644710071374853,0.2881875547106235,0.292677244076692,0.0270507121888187,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_transformer_sequence_ctcf_rrbs_heldout_hct116
transformer,all,hek293t,sequence_ctcf_rrbs,42,12270,2144,2333,-0.5617751147120842,0.1199486238448419,0.149712490737192,-0.1964205903699647,-0.1482831257909784,0.0224138298827338,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_transformer_sequence_ctcf_rrbs_heldout_hek293t
transformer,all,hela,sequence_ctcf_rrbs,42,3707,655,8101,-0.0049892884320288,0.1442338365230454,0.1825392983199405,0.0881988341884562,0.0868975845611714,0.0333205954311362,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_transformer_sequence_ctcf_rrbs_heldout_hela
transformer,all,hl60,sequence_ctcf_rrbs,42,12313,2186,2076,-0.025503214462754,0.091898323362424,0.1149190222779229,0.153287655523466,0.1088276421732318,0.0132063816813137,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_transformer_sequence_ctcf_rrbs_heldout_hl60
linear,all,hct116,sequence_dnase_h3k4me3,42,7003,1240,4239,-7.278874105363035e+19,68456865.75650892,1465074310.035047,0.0253168725501976,0.3035366808910266,2.1464427339246692e+18,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_dnase_h3k4me3_heldout_hct116
linear,all,hek293t,sequence_dnase_h3k4me3,42,12270,2144,2333,-0.4592791165601073,0.1141920171194239,0.1447164732337186,-0.1793193050597063,-0.1416696472999922,0.0209428576252055,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_dnase_h3k4me3_heldout_hek293t
linear,all,hela,sequence_dnase_h3k4me3,42,3707,655,8101,0.0089260629100186,0.1428606527898948,0.1812711491836398,0.1383358050666339,0.1369857453619493,0.0328592295263574,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_dnase_h3k4me3_heldout_hela
linear,all,hl60,sequence_dnase_h3k4me3,42,12313,2186,2076,0.0300736941907454,0.0891100248792384,0.1117616432043974,0.2933870043070671,0.296741547364608,0.012490664891747,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_dnase_h3k4me3_heldout_hl60
xgboost,all,hct116,sequence_dnase_h3k4me3,42,7003,1240,4239,0.0926246479211431,0.1319889555451773,0.1635765476902769,0.3298216465321249,0.3287454646007213,0.0267572869542694,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_dnase_h3k4me3_heldout_hct116
xgboost,all,hek293t,sequence_dnase_h3k4me3,42,12270,2144,2333,-0.4667874103841432,0.1144506842875194,0.1450882937141524,-0.1973989501756984,-0.1567275740942869,0.0210506129728841,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_dnase_h3k4me3_heldout_hek293t
xgboost,all,hela,sequence_dnase_h3k4me3,42,3707,655,8101,0.0022700019937399,0.1429456746788058,0.1818788398601132,0.1292783385345897,0.1273202904581444,0.0330799123888607,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_dnase_h3k4me3_heldout_hela
xgboost,all,hl60,sequence_dnase_h3k4me3,42,12313,2186,2076,-0.0102002964773628,0.090846921075925,0.1140583685243361,0.2260696680748305,0.2215936023933676,0.0130093114304332,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_dnase_h3k4me3_heldout_hl60
mlp,all,hct116,sequence_dnase_h3k4me3,42,7003,1240,4239,0.0818545660704419,0.1342469956246539,0.1645444690049067,0.2938385973521523,0.2946219777415556,0.0270748822801067,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_dnase_h3k4me3_heldout_hct116
mlp,all,hek293t,sequence_dnase_h3k4me3,42,12270,2144,2333,-0.3806751789541829,0.112246256369572,0.1407649547782827,-0.1642686527463725,-0.1431718693307022,0.0198147724937319,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_dnase_h3k4me3_heldout_hek293t
mlp,all,hela,sequence_dnase_h3k4me3,42,3707,655,8101,-0.0081163587178925,0.1441608434305002,0.1828230674525729,0.0564880423279594,0.05569664609769,0.033424273992768,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_dnase_h3k4me3_heldout_hela
mlp,all,hl60,sequence_dnase_h3k4me3,42,12313,2186,2076,-0.0478708990027592,0.0925021396047276,0.1161655355959182,0.2142156289614602,0.2190745278423223,0.0134944316602865,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_dnase_h3k4me3_heldout_hl60
cnn(3|3),all,hct116,sequence_dnase_h3k4me3,42,7003,1240,4239,0.0370189578246916,0.1351609782041477,0.1685141669729995,0.1948981595943369,0.1989423449196201,0.0283970244706039,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_dnase_h3k4me3_heldout_hct116_kernel_3
cnn(3|3),all,hek293t,sequence_dnase_h3k4me3,42,12270,2144,2333,-0.2232029039374494,0.1085137721666873,0.1324945572261742,-0.1191911878483938,-0.0738167633927201,0.0175548076945599,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_dnase_h3k4me3_heldout_hek293t_kernel_3
cnn(3|3),all,hela,sequence_dnase_h3k4me3,42,3707,655,8101,-0.0220999536638357,0.1447086838529134,0.1840866712343843,-0.0082564907886314,-0.0102879636386266,0.0338879025261563,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_dnase_h3k4me3_heldout_hela_kernel_3
cnn(3|3),all,hl60,sequence_dnase_h3k4me3,42,12313,2186,2076,-0.0517281345461342,0.0913218876431285,0.116379143133053,0.1322700691496234,0.1419476709732254,0.0135441049563836,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_dnase_h3k4me3_heldout_hl60_kernel_3
cnn(5|3),all,hct116,sequence_dnase_h3k4me3,42,7003,1240,4239,0.0658374343701831,0.1347616270419695,0.1659735102249215,0.2627348523222912,0.2734176676913359,0.0275472060963821,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_dnase_h3k4me3_heldout_hct116_kernel_5
cnn(5|3),all,hek293t,sequence_dnase_h3k4me3,42,12270,2144,2333,-0.3440350541892378,0.1095770995423638,0.1388845974437773,-0.1242639771657911,-0.1037506913013363,0.01928893140712,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_dnase_h3k4me3_heldout_hek293t_kernel_5
cnn(5|3),all,hela,sequence_dnase_h3k4me3,42,3707,655,8101,-0.0340085214788954,0.1436315782077518,0.1851559698538226,0.0331981912219206,0.0262276680291838,0.0342827331725096,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_dnase_h3k4me3_heldout_hela_kernel_5
cnn(5|3),all,hl60,sequence_dnase_h3k4me3,42,12313,2186,2076,0.018007191061282,0.089233122325479,0.1124546875228084,0.2626681381011838,0.2699524531861549,0.0126460567458524,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_dnase_h3k4me3_heldout_hl60_kernel_5
cnn(7|3),all,hct116,sequence_dnase_h3k4me3,42,7003,1240,4239,0.0777311561890791,0.1298597973559475,0.1649135413753917,0.2867244422176226,0.3035247983374315,0.027196476128973,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_dnase_h3k4me3_heldout_hct116_kernel_7
cnn(7|3),all,hek293t,sequence_dnase_h3k4me3,42,12270,2144,2333,-0.4755879042734416,0.114008187434919,0.1455228962797636,-0.1605042048215333,-0.137390530197251,0.0211769133416508,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_dnase_h3k4me3_heldout_hek293t_kernel_7
cnn(7|3),all,hela,sequence_dnase_h3k4me3,42,3707,655,8101,-0.0341198828357598,0.1433815647483594,0.1851659401125151,0.0510908165690621,0.0442731823308752,0.0342864253777515,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_dnase_h3k4me3_heldout_hela_kernel_7
cnn(7|3),all,hl60,sequence_dnase_h3k4me3,42,12313,2186,2076,0.0189050652270292,0.0894245526839499,0.1124032649214326,0.3082440363735285,0.3150858355098817,0.0126344939649977,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_dnase_h3k4me3_heldout_hl60_kernel_7
transformer,all,hct116,sequence_dnase_h3k4me3,42,7003,1240,4239,0.0884623750681258,0.1329491499931465,0.163951294048727,0.3090435786176224,0.3144512695034187,0.0268800268202521,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_transformer_sequence_dnase_h3k4me3_heldout_hct116
transformer,all,hek293t,sequence_dnase_h3k4me3,42,12270,2144,2333,-0.4976463472672143,0.1182346259636195,0.1466065663215216,-0.1823633485980753,-0.1402124178080084,0.0214934852885867,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_transformer_sequence_dnase_h3k4me3_heldout_hek293t
transformer,all,hela,sequence_dnase_h3k4me3,42,3707,655,8101,-0.0028485488614597,0.143737857816205,0.1823447801191016,0.0913268415897857,0.0925508022148407,0.0332496188366835,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_transformer_sequence_dnase_h3k4me3_heldout_hela
transformer,all,hl60,sequence_dnase_h3k4me3,42,12313,2186,2076,-0.0323527797274383,0.0916904349764719,0.1153021684853197,0.1563970291747026,0.0997635514880104,0.013294590057417,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_transformer_sequence_dnase_h3k4me3_heldout_hl60
linear,all,hct116,sequence_dnase_rrbs,42,7003,1240,4239,-3.967347046130957e+20,158900131.3277611,3420405887.352935,0.0250317573680507,0.3008545323787966,1.1699176434238618e+19,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_dnase_rrbs_heldout_hct116
linear,all,hek293t,sequence_dnase_rrbs,42,12270,2144,2333,-0.453823021247403,0.1143774778348948,0.1444456798360003,-0.1821471707296484,-0.1449815848176967,0.0208645544232843,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_dnase_rrbs_heldout_hek293t
linear,all,hela,sequence_dnase_rrbs,42,3707,655,8101,-0.0005628963171371,0.1432752000923702,0.1821368650967439,0.1067825183878893,0.112587008855353,0.0331738376272695,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_dnase_rrbs_heldout_hela
linear,all,hl60,sequence_dnase_rrbs,42,12313,2186,2076,0.0162373976386163,0.0899881616748072,0.1125559774577919,0.2797359390433794,0.2858385486787627,0.0126688480614789,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_linear_sequence_dnase_rrbs_heldout_hl60
xgboost,all,hct116,sequence_dnase_rrbs,42,7003,1240,4239,0.1034233992499622,0.1311367146563259,0.162600265079189,0.3314868919631156,0.3303349230265464,0.0264388462038225,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_dnase_rrbs_heldout_hct116
xgboost,all,hek293t,sequence_dnase_rrbs,42,12270,2144,2333,-0.4351421676159241,0.1136907759544499,0.1435146542380228,-0.1953757265364359,-0.1532741503572673,0.0205964559810592,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_dnase_rrbs_heldout_hek293t
xgboost,all,hela,sequence_dnase_rrbs,42,3707,655,8101,-0.0071365422404581,0.1434944195562698,0.1827342004286095,0.0856390977735522,0.0860706693180902,0.0333917880062832,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_dnase_rrbs_heldout_hela
xgboost,all,hl60,sequence_dnase_rrbs,42,12313,2186,2076,-0.0177659759528843,0.0912847541109344,0.1144846797232106,0.218797877301119,0.2121833489117119,0.0131067418913261,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_xgboost_sequence_dnase_rrbs_heldout_hl60
mlp,all,hct116,sequence_dnase_rrbs,42,7003,1240,4239,0.0880762185062257,0.1332439327979959,0.1639860178838101,0.3031940544850695,0.3022934557583651,0.0268914140613893,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_dnase_rrbs_heldout_hct116
mlp,all,hek293t,sequence_dnase_rrbs,42,12270,2144,2333,-0.3606257068074552,0.1130710470490556,0.1397391581137259,-0.1698580820808147,-0.143674339963626,0.0195270323103329,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_dnase_rrbs_heldout_hek293t
mlp,all,hela,sequence_dnase_rrbs,42,3707,655,8101,-0.0155867806478517,0.1425114004443773,0.183499202006303,0.0988836897003991,0.0953399284181303,0.03367195713695,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_dnase_rrbs_heldout_hela
mlp,all,hl60,sequence_dnase_rrbs,42,12313,2186,2076,0.0573698586381776,0.0866036652587354,0.1101777935096009,0.2684536248618632,0.2687333559736258,0.0121391461826442,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_mlp_sequence_dnase_rrbs_heldout_hl60
cnn(3|3),all,hct116,sequence_dnase_rrbs,42,7003,1240,4239,0.0421067714709796,0.133667898950719,0.1680684135793332,0.2143225667435621,0.2183905013421294,0.0282469916430737,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_dnase_rrbs_heldout_hct116_kernel_3
cnn(3|3),all,hek293t,sequence_dnase_rrbs,42,12270,2144,2333,-0.3203181304580267,0.112903025799678,0.1376537604232807,-0.1414600363137925,-0.0976085313555658,0.0189485577586699,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_dnase_rrbs_heldout_hek293t_kernel_3
cnn(3|3),all,hela,sequence_dnase_rrbs,42,3707,655,8101,-0.0172695696013289,0.1452450209412512,0.1836511647082271,-0.0192558481903918,-0.0204632204537499,0.0337277502986883,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_dnase_rrbs_heldout_hela_kernel_3
cnn(3|3),all,hl60,sequence_dnase_rrbs,42,12313,2186,2076,-0.0511116529445774,0.0916442110863566,0.1163450296987523,0.1565988397531012,0.1814542920650267,0.0135361659356035,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_dnase_rrbs_heldout_hl60_kernel_3
cnn(5|3),all,hct116,sequence_dnase_rrbs,42,7003,1240,4239,0.0784633455228079,0.1331347775862497,0.1648480659385054,0.2815725601223027,0.2837953467354592,0.0271748848436658,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_dnase_rrbs_heldout_hct116_kernel_5
cnn(5|3),all,hek293t,sequence_dnase_rrbs,42,12270,2144,2333,-0.3262697903436133,0.1135043287038981,0.1379636657243641,-0.1698058301494821,-0.1170339742784463,0.019033973060104,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,all_cnn_sequence_dnase_rrbs_heldout_hek293t_kernel_5
