feature,model,split_type,cell_line,held_out_cell_line,environment,baseline_environment,expanded_environment,delta_r2,delta_r2_ci_low,delta_r2_ci_high,delta_rmse,raw_importance,normalized_importance,importance_method,effect_direction,evidence_tier,evidence_strength,coverage,snr,fdr,robustness_metric,robustness_value,statistical_metric,statistical_value,eligible,filter_mode,filter_pass,filter_reason,n_importance_contexts,n_paired,importance_value,importance_metric,cell_line_consistency,direction_concordance,permutation_fdr,ci_excludes_zero
h3k4me3,xgboost,all,hct116,hct116,h3k4me3,,,0.0003501249999999998,,,-3.0375e-05,0.0015840816658963114,0.2156909502558467,TreeSHAP,+,Inconclusive,below min effect,7,0.1747155979463967,0.0069930069930069,SHAP_SNR,0.1747155979463967,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.0015840816658963114,TreeSHAP,Context-conflicting,0.7142857142857143,0.0069930069930069,False
rrbs,xgboost,all,hct116,hct116,rrbs,,,-0.004387,,,0.0003955,0.0010477919356544287,0.14266893124089086,TreeSHAP,-,Inconclusive,below min effect,7,0.07724514649257597,0.0069930069930069,SHAP_SNR,0.07724514649257597,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.0010477919356544287,TreeSHAP,Uncertain,0.5714285714285714,0.0069930069930069,False
ctcf,xgboost,all,hek293t,hek293t,ctcf,,,0.033095,,,-0.001664625,0.004410308289947713,0.48310347665208564,TreeSHAP,+,Inconclusive,below min effect,7,0.30292633595292534,0.0069930069930069,SHAP_SNR,0.30292633595292534,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.004410308289947713,TreeSHAP,Context-conflicting,0.5714285714285714,0.0069930069930069,False
dnase,xgboost,all,hek293t,hek293t,dnase,,,0.003650125,,,-0.000182875,0.00019976394105469808,0.021882065399648307,TreeSHAP,+,Inconclusive,below min effect,7,0.3868047654707665,0.0069930069930069,SHAP_SNR,0.3868047654707665,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.00019976394105469808,TreeSHAP,Uncertain,0.5714285714285714,0.0069930069930069,False
h3k4me3,xgboost,all,hek293t,hek293t,h3k4me3,,,0.013579749999999998,,,-0.0006969999999999999,0.003291256959471016,0.3605230235944959,TreeSHAP,+,Inconclusive,below min effect,7,0.20278233303606044,0.0069930069930069,SHAP_SNR,0.20278233303606044,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.003291256959471016,TreeSHAP,Context-conflicting,0.7142857142857143,0.0069930069930069,False
rrbs,xgboost,all,hek293t,hek293t,rrbs,,,0.03640825,,,-0.00183425,0.0012277880754821319,0.13449143435377017,TreeSHAP,+,Inconclusive,below min effect,7,0.08702241199347992,0.0069930069930069,SHAP_SNR,0.08702241199347992,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.0012277880754821319,TreeSHAP,Uncertain,0.5714285714285714,0.0069930069930069,False
ctcf,xgboost,all,hela,hela,ctcf,,,-0.001408875,,,0.000128125,0.0030621287524465173,0.565422624548874,TreeSHAP,-,Inconclusive,below min effect,7,0.41264839819064375,0.0069930069930069,SHAP_SNR,0.41264839819064375,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.0030621287524465173,TreeSHAP,Context-conflicting,0.5714285714285714,0.0069930069930069,False
dnase,xgboost,all,hela,hela,dnase,,,0.0008686249999999998,,,-7.9e-05,1.4058742131339841e-05,0.0025959492615739844,TreeSHAP,+,Inconclusive,below min effect,7,0.04652074935342408,0.0069930069930069,SHAP_SNR,0.04652074935342408,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,1.4058742131339841e-05,TreeSHAP,Uncertain,0.5714285714285714,0.0069930069930069,False
h3k4me3,xgboost,all,hela,hela,h3k4me3,,,0.001731625,,,-0.00015725,0.0013193242491522836,0.2436134597510481,TreeSHAP,+,Inconclusive,below min effect,7,0.28038296054188383,0.0069930069930069,SHAP_SNR,0.28038296054188383,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.0013193242491522836,TreeSHAP,Context-conflicting,0.7142857142857143,0.0069930069930069,False
rrbs,xgboost,all,hela,hela,rrbs,,,-0.00366375,,,0.000333125,0.0010201342164746809,0.18836796643850384,TreeSHAP,-,Inconclusive,below min effect,7,0.07240653790141045,0.0069930069930069,SHAP_SNR,0.07240653790141045,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.0010201342164746809,TreeSHAP,Uncertain,0.5714285714285714,0.0069930069930069,False
ctcf,xgboost,all,hl60,hl60,ctcf,,,-0.002290625,,,0.00012775,0.00895373199591575,0.6096767622978323,TreeSHAP,-,Inconclusive,not attribution-supported,7,0.3698977500315537,0.0069930069930069,SHAP_SNR,0.3698977500315537,,,False,strict,False,filter_mode=strict excludes: not attribution-supported,16.0,8.0,0.00895373199591575,TreeSHAP,Context-conflicting,0.5714285714285714,0.0069930069930069,False
dnase,xgboost,all,hl60,hl60,dnase,,,-0.0021012500000000003,,,0.000117,0.0008024439862593699,0.054639948089929655,TreeSHAP,-,Inconclusive,below min effect,7,0.0732085118364772,0.0069930069930069,SHAP_SNR,0.0732085118364772,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.0008024439862593699,TreeSHAP,Uncertain,0.5714285714285714,0.0069930069930069,False
h3k4me3,xgboost,all,hl60,hl60,h3k4me3,,,-0.0028025000000000003,,,0.00015724999999999995,0.003081213708227464,0.20980574339691166,TreeSHAP,-,Inconclusive,below min effect,7,0.2405947529054377,0.0069930069930069,SHAP_SNR,0.2405947529054377,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.003081213708227464,TreeSHAP,Context-conflicting,0.7142857142857143,0.0069930069930069,False
rrbs,xgboost,all,hl60,hl60,rrbs,,,-0.0031548749999999997,,,0.00017800000000000002,0.0018486415799540453,0.1258775462153264,TreeSHAP,-,Inconclusive,below min effect,7,0.07847583337241534,0.0069930069930069,SHAP_SNR,0.07847583337241534,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.0018486415799540453,TreeSHAP,Uncertain,0.5714285714285714,0.0069930069930069,False
ctcf,xgboost,mixed,none,,ctcf,,,0.001522125,,,-0.000130125,0.004017220129788731,0.5102596592918298,TreeSHAP,+,Inconclusive,below min effect,7,0.30435374949478167,0.0069930069930069,SHAP_SNR,0.30435374949478167,,,False,strict,False,filter_mode=strict excludes: below min effect,64.0,32.0,0.004017220129788731,TreeSHAP,Context-conflicting,0.5714285714285714,0.0069930069930069,False
dnase,xgboost,mixed,none,,dnase,,,0.00031725000000000004,,,-2.7249999999999998e-05,0.00048229203370547217,0.06125981670082397,TreeSHAP,+,Inconclusive,below min effect,7,0.06275195717641154,0.0069930069930069,SHAP_SNR,0.06275195717641154,,,False,strict,False,filter_mode=strict excludes: below min effect,64.0,32.0,0.00048229203370547217,TreeSHAP,Uncertain,0.5714285714285714,0.0069930069930069,False
h3k4me3,xgboost,mixed,none,,h3k4me3,,,-0.0010405,,,9.025e-05,0.0019186501834835292,0.24370329663164347,TreeSHAP,-,Inconclusive,below min effect,7,0.1843343675902952,0.0069930069930069,SHAP_SNR,0.1843343675902952,,,False,strict,False,filter_mode=strict excludes: below min effect,64.0,32.0,0.0019186501834835292,TreeSHAP,Context-conflicting,0.7142857142857143,0.0069930069930069,False
rrbs,xgboost,mixed,none,,rrbs,,,0.000173625,,,-1.4750000000000003e-05,0.001454731495667166,0.18477722737570268,TreeSHAP,+,Inconclusive,below min effect,7,0.0805496927231006,0.0069930069930069,SHAP_SNR,0.0805496927231006,,,False,strict,False,filter_mode=strict excludes: below min effect,64.0,32.0,0.001454731495667166,TreeSHAP,Uncertain,0.5714285714285714,0.0069930069930069,False
ctcf,xgboost,single,hct116,,ctcf,,,-0.003967125,,,0.00038750000000000004,0.004664618538412913,0.45585190070284576,TreeSHAP,-,Inconclusive,below min effect,7,0.23894666768866576,0.0069930069930069,SHAP_SNR,0.23894666768866576,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.004664618538412913,TreeSHAP,Context-conflicting,0.5714285714285714,0.0069930069930069,False
dnase,xgboost,single,hct116,,dnase,,,0.005145125,,,-0.000502125,0.0018135020475253335,0.17722528615902594,TreeSHAP,+,Inconclusive,below min effect,7,0.13483512292951502,0.0069930069930069,SHAP_SNR,0.13483512292951502,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.0018135020475253335,TreeSHAP,Uncertain,0.5714285714285714,0.0069930069930069,False
h3k4me3,xgboost,single,hct116,,h3k4me3,,,0.0028973749999999998,,,-0.00028312499999999996,0.0026422876507577074,0.2582187241856166,TreeSHAP,+,Inconclusive,below min effect,7,0.24003429515348362,0.0069930069930069,SHAP_SNR,0.24003429515348362,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.0026422876507577074,TreeSHAP,Context-conflicting,0.7142857142857143,0.0069930069930069,False
rrbs,xgboost,single,hct116,,rrbs,,,-0.003181625,,,0.00031062500000000003,0.0011123417665855246,0.10870408895251174,TreeSHAP,-,Inconclusive,below min effect,7,0.10208134294793675,0.0069930069930069,SHAP_SNR,0.10208134294793675,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.0011123417665855246,TreeSHAP,Uncertain,0.5714285714285714,0.0069930069930069,False
ctcf,xgboost,single,hek293t,,ctcf,,,-0.004029,,,0.0002445,0.0038785790725337993,0.48593614162651544,TreeSHAP,-,Inconclusive,below min effect,7,0.2628800272409845,0.0069930069930069,SHAP_SNR,0.2628800272409845,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.0038785790725337993,TreeSHAP,Context-conflicting,0.5714285714285714,0.0069930069930069,False
dnase,xgboost,single,hek293t,,dnase,,,0.0,,,0.0,0.0,0.0,TreeSHAP,0,Inconclusive,below min effect,7,0.0,0.0069930069930069,SHAP_SNR,0.0,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.0,TreeSHAP,Uncertain,0.5714285714285714,0.0069930069930069,False
h3k4me3,xgboost,single,hek293t,,h3k4me3,,,-0.023782750000000002,,,0.00144875,0.0036896154393840676,0.4622614254267702,TreeSHAP,-,Inconclusive,below min effect,7,0.19626483698810654,0.0069930069930069,SHAP_SNR,0.19626483698810654,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.0036896154393840676,TreeSHAP,Context-conflicting,0.7142857142857143,0.0069930069930069,False
rrbs,xgboost,single,hek293t,,rrbs,,,-0.0035080000000000003,,,0.00021325,0.00041346962105133175,0.051802432946714334,TreeSHAP,-,Inconclusive,below min effect,7,5771.399780978277,0.0069930069930069,SHAP_SNR,5771.399780978277,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.00041346962105133175,TreeSHAP,Uncertain,0.5714285714285714,0.0069930069930069,False
ctcf,xgboost,single,hela,,ctcf,,,0.00452475,,,-0.00044475,0.00033627797938601994,0.10336714856499563,TreeSHAP,+,Inconclusive,below min effect,7,0.05313390272818139,0.0069930069930069,SHAP_SNR,0.05313390272818139,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.00033627797938601994,TreeSHAP,Context-conflicting,0.5714285714285714,0.0069930069930069,False
dnase,xgboost,single,hela,,dnase,,,0.0,,,0.0,0.0,0.0,TreeSHAP,0,Inconclusive,below min effect,7,0.0,0.0069930069930069,SHAP_SNR,0.0,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.0,TreeSHAP,Uncertain,0.5714285714285714,0.0069930069930069,False
h3k4me3,xgboost,single,hela,,h3k4me3,,,0.00089825,,,-8.875e-05,0.0006548905923863242,0.20130421052431666,TreeSHAP,+,Inconclusive,below min effect,7,0.09406180460919938,0.0069930069930069,SHAP_SNR,0.09406180460919938,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.0006548905923863242,TreeSHAP,Context-conflicting,0.7142857142857143,0.0069930069930069,False
rrbs,xgboost,single,hela,,rrbs,,,0.0024735,,,-0.00024349999999999998,0.0022620698512124367,0.6953286409106877,TreeSHAP,+,Inconclusive,below min effect,7,0.08620027872175536,0.0069930069930069,SHAP_SNR,0.08620027872175536,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.0022620698512124367,TreeSHAP,Uncertain,0.5714285714285714,0.0069930069930069,False
ctcf,xgboost,single,hl60,,ctcf,,,-0.00251525,,,0.00015212500000000002,0.0031215077794963953,0.4703185984567925,TreeSHAP,-,Inconclusive,below min effect,7,0.306719509915662,0.0069930069930069,SHAP_SNR,0.306719509915662,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.0031215077794963953,TreeSHAP,Context-conflicting,0.5714285714285714,0.0069930069930069,False
dnase,xgboost,single,hl60,,dnase,,,-0.0039258750000000005,,,0.00023725,0.00020012409993338056,0.03015276361517821,TreeSHAP,-,Inconclusive,below min effect,7,0.036031675122162266,0.0069930069930069,SHAP_SNR,0.036031675122162266,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.00020012409993338056,TreeSHAP,Uncertain,0.5714285714285714,0.0069930069930069,False
h3k4me3,xgboost,single,hl60,,h3k4me3,,,0.0073835,,,-0.0004475,0.001890916480192354,0.2849050047558743,TreeSHAP,+,Inconclusive,below min effect,7,0.1683250685355898,0.0069930069930069,SHAP_SNR,0.1683250685355898,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.001890916480192354,TreeSHAP,Context-conflicting,0.7142857142857143,0.0069930069930069,False
rrbs,xgboost,single,hl60,,rrbs,,,-0.002486125,,,0.00015000000000000001,0.0014244585325966215,0.21462363317215497,TreeSHAP,-,Inconclusive,below min effect,7,0.10044671921224903,0.0069930069930069,SHAP_SNR,0.10044671921224903,,,False,strict,False,filter_mode=strict excludes: below min effect,16.0,8.0,0.0014244585325966215,TreeSHAP,Uncertain,0.5714285714285714,0.0069930069930069,False
