split_type,cell_line,model,parent_combination,child_combination,added_environment,parent_r2,child_r2,delta_r2,parent_rmse,child_rmse,delta_rmse,parent_mae,child_mae,delta_mae,delta_pearson,delta_spearman,n_paired,status,warning,ci_low,ci_high,ci_excludes_zero,n_bootstrap,bootstrap_status,abs_delta_r2,rel_delta_r2
mixed,none,cnn(3|3),sequence_ctcf_rrbs,sequence_ctcf_dnase_rrbs,dnase,0.0631811881136981,0.0623930305878348,-0.0007881575258632,0.1607135221481326,0.1607840729857637,7.055083763114756e-05,0.1252368870800445,0.1256444241185496,0.0004075370385051,-0.0046118309678693,0.0026536063058039,4,ok,CI_AVAILABLE,-0.0144916623830795,0.0073035568930208,False,2000,ok,0.0007881575258632,-0.012474560061214205
mixed,none,cnn(3|3),sequence_ctcf_rrbs,sequence_ctcf_h3k4me3_rrbs,h3k4me3,0.0631811881136981,0.0632814766999882,0.00010028858629,0.1607135221481326,0.1607099115951534,-3.610552979205206e-06,0.1252368870800445,0.1253309380596161,9.405097957158189e-05,-0.0014687380779394,0.0016694840022255,4,ok,CI_AVAILABLE,-0.0239877142012119,0.0027476593386381,False,2000,ok,0.00010028858629,0.0015873171949461451
mixed,none,cnn(3|3),sequence_ctcf_rrbs,sequence_ctcf_h3k4me3_rrbs,h3k4me3,0.0631811881136981,0.0632814766999882,0.00010028858629,0.1607135221481326,0.1607099115951534,-3.610552979205206e-06,0.1252368870800445,0.1253309380596161,9.405097957158189e-05,-0.0014687380779394,0.0016694840022255,4,ok,CI_AVAILABLE,-0.0020808964036405,0.0331817604601383,False,2000,ok,0.00010028858629,0.0015873171949461451
mixed,none,cnn(3|3),sequence_ctcf_rrbs,sequence_ctcf_h3k4me3_rrbs,h3k4me3,0.0631811881136981,0.0632814766999882,0.00010028858629,0.1607135221481326,0.1607099115951534,-3.610552979205206e-06,0.1252368870800445,0.1253309380596161,9.405097957158189e-05,-0.0014687380779394,0.0016694840022255,4,ok,CI_AVAILABLE,-0.0183785930275917,0.014689153060317,False,2000,ok,0.00010028858629,0.0015873171949461451
mixed,none,cnn(3|3),sequence_ctcf_rrbs,sequence_ctcf_h3k4me3_rrbs,h3k4me3,0.0631811881136981,0.0632814766999882,0.00010028858629,0.1607135221481326,0.1607099115951534,-3.610552979205206e-06,0.1252368870800445,0.1253309380596161,9.405097957158189e-05,-0.0014687380779394,0.0016694840022255,4,ok,CI_AVAILABLE,-0.0157077144831419,0.0096831126138567,False,2000,ok,0.00010028858629,0.0015873171949461451
mixed,none,cnn(3|3),sequence_dnase_h3k4me3,sequence_ctcf_dnase_h3k4me3,ctcf,0.0557632763083856,0.0569336477180172,0.0011703714096315,0.1613489667448556,0.1612518352351137,-9.713150974192258e-05,0.1261983622669987,0.1250506652184352,-0.0011476970485634,0.0127924677770019,0.0101354296588885,4,ok,CI_AVAILABLE,-0.0114188669249415,0.0155627448111772,False,2000,ok,0.0011703714096315,0.020988211007528287
mixed,none,cnn(3|3),sequence_dnase_h3k4me3,sequence_ctcf_dnase_h3k4me3,ctcf,0.0557632763083856,0.0569336477180172,0.0011703714096315,0.1613489667448556,0.1612518352351137,-9.713150974192258e-05,0.1261983622669987,0.1250506652184352,-0.0011476970485634,0.0127924677770019,0.0101354296588885,4,ok,CI_AVAILABLE,-0.0272795222699642,0.0062329294160008,False,2000,ok,0.0011703714096315,0.020988211007528287
mixed,none,cnn(3|3),sequence_dnase_h3k4me3,sequence_ctcf_dnase_h3k4me3,ctcf,0.0557632763083856,0.0569336477180172,0.0011703714096315,0.1613489667448556,0.1612518352351137,-9.713150974192258e-05,0.1261983622669987,0.1250506652184352,-0.0011476970485634,0.0127924677770019,0.0101354296588885,4,ok,CI_AVAILABLE,-0.0042230649851262,0.0300887171179056,False,2000,ok,0.0011703714096315,0.020988211007528287
mixed,none,cnn(3|3),sequence_dnase_h3k4me3,sequence_ctcf_dnase_h3k4me3,ctcf,0.0557632763083856,0.0569336477180172,0.0011703714096315,0.1613489667448556,0.1612518352351137,-9.713150974192258e-05,0.1261983622669987,0.1250506652184352,-0.0011476970485634,0.0127924677770019,0.0101354296588885,4,ok,CI_AVAILABLE,-0.0105473799630999,0.0123182190582156,False,2000,ok,0.0011703714096315,0.020988211007528287
mixed,none,cnn(3|3),sequence_dnase_h3k4me3,sequence_dnase_h3k4me3_rrbs,rrbs,0.0557632763083856,0.0538332276624334,-0.0019300486459522,0.1613489667448556,0.1615184840219167,0.0001695172770611,0.1261983622669987,0.1263864781978335,0.0001881159308347,-0.0059901047277173,-0.0061359059601259,4,ok,CI_AVAILABLE,-0.0019630745518952,0.0268882066011428,False,2000,ok,0.0019300486459522,-0.034611464277646144
mixed,none,cnn(3|3),sequence_dnase_h3k4me3,sequence_dnase_h3k4me3_rrbs,rrbs,0.0557632763083856,0.0538332276624334,-0.0019300486459522,0.1613489667448556,0.1615184840219167,0.0001695172770611,0.1261983622669987,0.1263864781978335,0.0001881159308347,-0.0059901047277173,-0.0061359059601259,4,ok,CI_AVAILABLE,-0.0166778601706028,0.0100163873285055,False,2000,ok,0.0019300486459522,-0.034611464277646144
mixed,none,cnn(3|3),sequence_dnase_h3k4me3,sequence_dnase_h3k4me3_rrbs,rrbs,0.0557632763083856,0.0538332276624334,-0.0019300486459522,0.1613489667448556,0.1615184840219167,0.0001695172770611,0.1261983622669987,0.1263864781978335,0.0001881159308347,-0.0059901047277173,-0.0061359059601259,4,ok,CI_AVAILABLE,-0.0148638542741537,0.0149646028876304,False,2000,ok,0.0019300486459522,-0.034611464277646144
mixed,none,cnn(3|3),sequence_dnase_h3k4me3,sequence_dnase_h3k4me3_rrbs,rrbs,0.0557632763083856,0.0538332276624334,-0.0019300486459522,0.1613489667448556,0.1615184840219167,0.0001695172770611,0.1261983622669987,0.1263864781978335,0.0001881159308347,-0.0059901047277173,-0.0061359059601259,4,ok,CI_AVAILABLE,-0.0289620086550712,-0.0065068020485341,True,2000,ok,0.0019300486459522,-0.034611464277646144
mixed,none,cnn(3|3),sequence_dnase_rrbs,sequence_ctcf_dnase_rrbs,ctcf,0.0557845858866774,0.0623930305878348,0.0066084447011573,0.1613407038436329,0.1607840729857637,-0.0005566308578692,0.126213206868413,0.1256444241185496,-0.0005687827498634,0.0098850566837514,0.0102165131050836,4,ok,CI_AVAILABLE,-0.0120868161320686,0.0137144792824983,False,2000,ok,0.0066084447011573,0.11846363284979666
mixed,none,cnn(3|3),sequence_dnase_rrbs,sequence_ctcf_dnase_rrbs,ctcf,0.0557845858866774,0.0623930305878348,0.0066084447011573,0.1613407038436329,0.1607840729857637,-0.0005566308578692,0.126213206868413,0.1256444241185496,-0.0005687827498634,0.0098850566837514,0.0102165131050836,4,ok,CI_AVAILABLE,-0.0137806739658117,0.0227057300508022,False,2000,ok,0.0066084447011573,0.11846363284979666
mixed,none,cnn(3|3),sequence_dnase_rrbs,sequence_ctcf_dnase_rrbs,ctcf,0.0557845858866774,0.0623930305878348,0.0066084447011573,0.1613407038436329,0.1607840729857637,-0.0005566308578692,0.126213206868413,0.1256444241185496,-0.0005687827498634,0.0098850566837514,0.0102165131050836,4,ok,CI_AVAILABLE,6.30363792879507e-05,0.0394732505083084,True,2000,ok,0.0066084447011573,0.11846363284979666
mixed,none,cnn(3|3),sequence_dnase_rrbs,sequence_ctcf_dnase_rrbs,ctcf,0.0557845858866774,0.0623930305878348,0.0066084447011573,0.1613407038436329,0.1607840729857637,-0.0005566308578692,0.126213206868413,0.1256444241185496,-0.0005687827498634,0.0098850566837514,0.0102165131050836,4,ok,CI_AVAILABLE,-0.0096242260187864,0.0123852510005235,False,2000,ok,0.0066084447011573,0.11846363284979666
mixed,none,cnn(3|3),sequence_dnase_rrbs,sequence_dnase_h3k4me3_rrbs,h3k4me3,0.0557845858866774,0.0538332276624334,-0.001951358224244,0.1613407038436329,0.1615184840219167,0.0001777801782837,0.126213206868413,0.1263864781978335,0.0001732713294204,-0.0059610490999096,-0.0074761502915701,4,ok,CI_AVAILABLE,-0.013614984229207,0.0083000045269727,False,2000,ok,0.001951358224244,-0.034980240387695115
mixed,none,cnn(3|3),sequence_dnase_rrbs,sequence_dnase_h3k4me3_rrbs,h3k4me3,0.0557845858866774,0.0538332276624334,-0.001951358224244,0.1613407038436329,0.1615184840219167,0.0001777801782837,0.126213206868413,0.1263864781978335,0.0001732713294204,-0.0059610490999096,-0.0074761502915701,4,ok,CI_AVAILABLE,-0.0088048679754138,0.0188633948564529,False,2000,ok,0.001951358224244,-0.034980240387695115
mixed,none,cnn(3|3),sequence_dnase_rrbs,sequence_dnase_h3k4me3_rrbs,h3k4me3,0.0557845858866774,0.0538332276624334,-0.001951358224244,0.1613407038436329,0.1615184840219167,0.0001777801782837,0.126213206868413,0.1263864781978335,0.0001732713294204,-0.0059610490999096,-0.0074761502915701,4,ok,CI_AVAILABLE,-0.0101221455261111,0.0242235176265239,False,2000,ok,0.001951358224244,-0.034980240387695115
mixed,none,cnn(3|3),sequence_dnase_rrbs,sequence_dnase_h3k4me3_rrbs,h3k4me3,0.0557845858866774,0.0538332276624334,-0.001951358224244,0.1613407038436329,0.1615184840219167,0.0001777801782837,0.126213206868413,0.1263864781978335,0.0001732713294204,-0.0059610490999096,-0.0074761502915701,4,ok,CI_AVAILABLE,-0.0304884202778339,-0.004609836731106,True,2000,ok,0.001951358224244,-0.034980240387695115
mixed,none,cnn(3|3),sequence_h3k4me3_rrbs,sequence_ctcf_h3k4me3_rrbs,ctcf,0.0555671621385918,0.0632814766999882,0.0077143145613963,0.1613710366084056,0.1607099115951534,-0.0006611250132522,0.1258247603995012,0.1253309380596161,-0.0004938223398851,0.0130255024653593,0.0169203095745324,4,ok,CI_AVAILABLE,-0.0025976509787142,0.0305024273693561,False,2000,ok,0.0077143145613963,0.1388286582308412
mixed,none,cnn(3|3),sequence_h3k4me3_rrbs,sequence_ctcf_h3k4me3_rrbs,ctcf,0.0555671621385918,0.0632814766999882,0.0077143145613963,0.1613710366084056,0.1607099115951534,-0.0006611250132522,0.1258247603995012,0.1253309380596161,-0.0004938223398851,0.0130255024653593,0.0169203095745324,4,ok,CI_AVAILABLE,-0.0018996730213984,0.0195116605609655,False,2000,ok,0.0077143145613963,0.1388286582308412
mixed,none,cnn(3|3),sequence_h3k4me3_rrbs,sequence_ctcf_h3k4me3_rrbs,ctcf,0.0555671621385918,0.0632814766999882,0.0077143145613963,0.1613710366084056,0.1607099115951534,-0.0006611250132522,0.1258247603995012,0.1253309380596161,-0.0004938223398851,0.0130255024653593,0.0169203095745324,4,ok,CI_AVAILABLE,-0.0159327555447816,0.0223055221140384,False,2000,ok,0.0077143145613963,0.1388286582308412
mixed,none,cnn(3|3),sequence_h3k4me3_rrbs,sequence_ctcf_h3k4me3_rrbs,ctcf,0.0555671621385918,0.0632814766999882,0.0077143145613963,0.1613710366084056,0.1607099115951534,-0.0006611250132522,0.1258247603995012,0.1253309380596161,-0.0004938223398851,0.0130255024653593,0.0169203095745324,4,ok,CI_AVAILABLE,-0.012130282819271,0.0211442951112985,False,2000,ok,0.0077143145613963,0.1388286582308412
mixed,none,cnn(3|3),sequence_h3k4me3_rrbs,sequence_dnase_h3k4me3_rrbs,dnase,0.0555671621385918,0.0538332276624334,-0.0017339344761584,0.1613710366084056,0.1615184840219167,0.0001474474135111,0.1258247603995012,0.1263864781978335,0.0005617177983322,-0.0059636962082316,0.000211768481457,4,ok,CI_AVAILABLE,0.0016363024478778,0.0338737294077873,True,2000,ok,0.0017339344761584,-0.03120430141517286
mixed,none,cnn(3|3),sequence_h3k4me3_rrbs,sequence_dnase_h3k4me3_rrbs,dnase,0.0555671621385918,0.0538332276624334,-0.0017339344761584,0.1613710366084056,0.1615184840219167,0.0001474474135111,0.1258247603995012,0.1263864781978335,0.0005617177983322,-0.0059636962082316,0.000211768481457,4,ok,CI_AVAILABLE,-0.014428487047553,0.011946365237236,False,2000,ok,0.0017339344761584,-0.03120430141517286
mixed,none,cnn(3|3),sequence_h3k4me3_rrbs,sequence_dnase_h3k4me3_rrbs,dnase,0.0555671621385918,0.0538332276624334,-0.0017339344761584,0.1613710366084056,0.1615184840219167,0.0001474474135111,0.1258247603995012,0.1263864781978335,0.0005617177983322,-0.0059636962082316,0.000211768481457,4,ok,CI_AVAILABLE,-0.0270969793200492,0.0084926439449191,False,2000,ok,0.0017339344761584,-0.03120430141517286
mixed,none,cnn(3|3),sequence_h3k4me3_rrbs,sequence_dnase_h3k4me3_rrbs,dnase,0.0555671621385918,0.0538332276624334,-0.0017339344761584,0.1613710366084056,0.1615184840219167,0.0001474474135111,0.1258247603995012,0.1263864781978335,0.0005617177983322,-0.0059636962082316,0.000211768481457,4,ok,CI_AVAILABLE,-0.026189636439085,-0.0037256672512739,True,2000,ok,0.0017339344761584,-0.03120430141517286
mixed,none,cnn(3|3),sequence_ctcf_dnase_h3k4me3,all,rrbs,0.0569336477180172,0.0624417045161255,0.0055080567981083,0.1612518352351137,0.160776892320928,-0.0004749429141856,0.1250506652184352,0.1266592281910468,0.0016085629726115,-0.0029888763506761,-0.0054617765575621,4,ok,CI_AVAILABLE,-0.0046604899689555,0.0191853139549493,False,2000,ok,0.0055080567981083,0.09674519407905814
mixed,none,cnn(3|3),sequence_ctcf_dnase_h3k4me3,all,rrbs,0.0569336477180172,0.0624417045161255,0.0055080567981083,0.1612518352351137,0.160776892320928,-0.0004749429141856,0.1250506652184352,0.1266592281910468,0.0016085629726115,-0.0029888763506761,-0.0054617765575621,4,ok,CI_AVAILABLE,-0.0063382922671735,0.0262409262359142,False,2000,ok,0.0055080567981083,0.09674519407905814
mixed,none,cnn(3|3),sequence_ctcf_dnase_h3k4me3,all,rrbs,0.0569336477180172,0.0624417045161255,0.0055080567981083,0.1612518352351137,0.160776892320928,-0.0004749429141856,0.1250506652184352,0.1266592281910468,0.0016085629726115,-0.0029888763506761,-0.0054617765575621,4,ok,CI_AVAILABLE,-0.0131856705993413,0.008066177368164,False,2000,ok,0.0055080567981083,0.09674519407905814
mixed,none,cnn(3|3),sequence_ctcf_dnase_h3k4me3,all,rrbs,0.0569336477180172,0.0624417045161255,0.0055080567981083,0.1612518352351137,0.160776892320928,-0.0004749429141856,0.1250506652184352,0.1266592281910468,0.0016085629726115,-0.0029888763506761,-0.0054617765575621,4,ok,CI_AVAILABLE,-0.0029438107740134,0.0178307518362998,False,2000,ok,0.0055080567981083,0.09674519407905814
mixed,none,cnn(3|3),sequence_ctcf_dnase_rrbs,all,h3k4me3,0.0623930305878348,0.0624417045161255,4.867392829070033e-05,0.1607840729857637,0.160776892320928,-7.180664835709782e-06,0.1256444241185496,0.1266592281910468,0.0010148040724972,-5.240962961797213e-05,-0.0068831043352014,4,ok,CI_AVAILABLE,-0.0193549655377864,0.0042901737615466,False,2000,ok,4.867392829070033e-05,0.0007801180329296366
mixed,none,cnn(3|3),sequence_ctcf_dnase_rrbs,all,h3k4me3,0.0623930305878348,0.0624417045161255,4.867392829070033e-05,0.1607840729857637,0.160776892320928,-7.180664835709782e-06,0.1256444241185496,0.1266592281910468,0.0010148040724972,-5.240962961797213e-05,-0.0068831043352014,4,ok,CI_AVAILABLE,-0.0150213344022631,0.020801592618227,False,2000,ok,4.867392829070033e-05,0.0007801180329296366
mixed,none,cnn(3|3),sequence_ctcf_dnase_rrbs,all,h3k4me3,0.0623930305878348,0.0624417045161255,4.867392829070033e-05,0.1607840729857637,0.160776892320928,-7.180664835709782e-06,0.1256444241185496,0.1266592281910468,0.0010148040724972,-5.240962961797213e-05,-0.0068831043352014,4,ok,CI_AVAILABLE,-0.0166816003620624,0.0108765214681625,False,2000,ok,4.867392829070033e-05,0.0007801180329296366
mixed,none,cnn(3|3),sequence_ctcf_dnase_rrbs,all,h3k4me3,0.0623930305878348,0.0624417045161255,4.867392829070033e-05,0.1607840729857637,0.160776892320928,-7.180664835709782e-06,0.1256444241185496,0.1266592281910468,0.0010148040724972,-5.240962961797213e-05,-0.0068831043352014,4,ok,CI_AVAILABLE,-0.0018037095433101,0.0167137328535318,False,2000,ok,4.867392829070033e-05,0.0007801180329296366
mixed,none,cnn(3|3),sequence_ctcf_h3k4me3_rrbs,all,dnase,0.0632814766999882,0.0624417045161255,-0.0008397721838626,0.1607099115951534,0.160776892320928,6.698072577464298e-05,0.1253309380596161,0.1266592281910468,0.0013282901314307,-0.0031955025195478,-0.005898982031623,4,ok,CI_AVAILABLE,-0.0109893176704645,0.0113783376291394,False,2000,ok,0.0008397721838626,-0.013270426476358708
mixed,none,cnn(3|3),sequence_ctcf_h3k4me3_rrbs,all,dnase,0.0632814766999882,0.0624417045161255,-0.0008397721838626,0.1607099115951534,0.160776892320928,6.698072577464298e-05,0.1253309380596161,0.1266592281910468,0.0013282901314307,-0.0031955025195478,-0.005898982031623,4,ok,CI_AVAILABLE,-0.0167100112885236,0.0009228065609931,False,2000,ok,0.0008397721838626,-0.013270426476358708
mixed,none,cnn(3|3),sequence_ctcf_h3k4me3_rrbs,all,dnase,0.0632814766999882,0.0624417045161255,-0.0008397721838626,0.1607099115951534,0.160776892320928,6.698072577464298e-05,0.1253309380596161,0.1266592281910468,0.0013282901314307,-0.0031955025195478,-0.005898982031623,4,ok,CI_AVAILABLE,-0.0150661217048764,0.0100617604330182,False,2000,ok,0.0008397721838626,-0.013270426476358708
mixed,none,cnn(3|3),sequence_ctcf_h3k4me3_rrbs,all,dnase,0.0632814766999882,0.0624417045161255,-0.0008397721838626,0.1607099115951534,0.160776892320928,6.698072577464298e-05,0.1253309380596161,0.1266592281910468,0.0013282901314307,-0.0031955025195478,-0.005898982031623,4,ok,CI_AVAILABLE,-0.008802349679172,0.0222118236124515,False,2000,ok,0.0008397721838626,-0.013270426476358708
mixed,none,cnn(3|3),sequence_dnase_h3k4me3_rrbs,all,ctcf,0.0538332276624334,0.0624417045161255,0.0086084768536921,0.1615184840219167,0.160776892320928,-0.0007415917009887,0.1263864781978335,0.1266592281910468,0.0002727499932133,0.0157936961540431,0.0108095590614523,4,ok,CI_AVAILABLE,-0.017130659893155,0.0101432744413614,False,2000,ok,0.0086084768536921,0.15991010064773395
mixed,none,cnn(3|3),sequence_dnase_h3k4me3_rrbs,all,ctcf,0.0538332276624334,0.0624417045161255,0.0086084768536921,0.1615184840219167,0.160776892320928,-0.0007415917009887,0.1263864781978335,0.1266592281910468,0.0002727499932133,0.0157936961540431,0.0108095590614523,4,ok,CI_AVAILABLE,-0.0131066516041755,0.0179363675415515,False,2000,ok,0.0086084768536921,0.15991010064773395
mixed,none,cnn(3|3),sequence_dnase_h3k4me3_rrbs,all,ctcf,0.0538332276624334,0.0624417045161255,0.0086084768536921,0.1615184840219167,0.160776892320928,-0.0007415917009887,0.1263864781978335,0.1266592281910468,0.0002727499932133,0.0157936961540431,0.0108095590614523,4,ok,CI_AVAILABLE,-0.0067201061174273,0.0274174343794584,False,2000,ok,0.0086084768536921,0.15991010064773395
mixed,none,cnn(3|3),sequence_dnase_h3k4me3_rrbs,all,ctcf,0.0538332276624334,0.0624417045161255,0.0086084768536921,0.1615184840219167,0.160776892320928,-0.0007415917009887,0.1263864781978335,0.1266592281910468,0.0002727499932133,0.0157936961540431,0.0108095590614523,4,ok,CI_AVAILABLE,0.0137284295633435,0.038372553884983,True,2000,ok,0.0086084768536921,0.15991010064773395
mixed,none,cnn(5|3),sequence,sequence_ctcf,ctcf,0.1353490173693358,0.1349633033959926,-0.0003857139733431,0.1543933441364489,0.1544367989913287,4.345485487988049e-05,0.1164113247994169,0.1169033219620049,0.0004919971625879,-0.0086199908778889,-0.0156815051686329,4,ok,CI_AVAILABLE,-0.0402243845164775,0.0261913742870092,False,2000,ok,0.0003857139733431,-0.0028497729857216237
mixed,none,cnn(5|3),sequence,sequence_ctcf,ctcf,0.1353490173693358,0.1349633033959926,-0.0003857139733431,0.1543933441364489,0.1544367989913287,4.345485487988049e-05,0.1164113247994169,0.1169033219620049,0.0004919971625879,-0.0086199908778889,-0.0156815051686329,4,ok,CI_AVAILABLE,-0.0280974842607975,0.0273855812847614,False,2000,ok,0.0003857139733431,-0.0028497729857216237
mixed,none,cnn(5|3),sequence,sequence_ctcf,ctcf,0.1353490173693358,0.1349633033959926,-0.0003857139733431,0.1543933441364489,0.1544367989913287,4.345485487988049e-05,0.1164113247994169,0.1169033219620049,0.0004919971625879,-0.0086199908778889,-0.0156815051686329,4,ok,CI_AVAILABLE,-0.0172843784093856,0.0356732197105884,False,2000,ok,0.0003857139733431,-0.0028497729857216237
mixed,none,cnn(5|3),sequence,sequence_ctcf,ctcf,0.1353490173693358,0.1349633033959926,-0.0003857139733431,0.1543933441364489,0.1544367989913287,4.345485487988049e-05,0.1164113247994169,0.1169033219620049,0.0004919971625879,-0.0086199908778889,-0.0156815051686329,4,ok,CI_AVAILABLE,-0.0316686555743217,0.019621804356575,False,2000,ok,0.0003857139733431,-0.0028497729857216237
mixed,none,cnn(5|3),sequence,sequence_dnase,dnase,0.1353490173693358,0.1312343042899685,-0.0041147130793672,0.1543933441364489,0.15476199563338,0.0003686514969311,0.1164113247994169,0.1182477711767993,0.0018364463773823,-0.0148228555135714,-0.0242267669340583,4,ok,CI_AVAILABLE,-0.0347625203430652,0.0296182427555322,False,2000,ok,0.0041147130793672,-0.03040076063603115
mixed,none,cnn(5|3),sequence,sequence_dnase,dnase,0.1353490173693358,0.1312343042899685,-0.0041147130793672,0.1543933441364489,0.15476199563338,0.0003686514969311,0.1164113247994169,0.1182477711767993,0.0018364463773823,-0.0148228555135714,-0.0242267669340583,4,ok,CI_AVAILABLE,-0.0262055173516273,0.0224647540599107,False,2000,ok,0.0041147130793672,-0.03040076063603115
mixed,none,cnn(5|3),sequence,sequence_dnase,dnase,0.1353490173693358,0.1312343042899685,-0.0041147130793672,0.1543933441364489,0.15476199563338,0.0003686514969311,0.1164113247994169,0.1182477711767993,0.0018364463773823,-0.0148228555135714,-0.0242267669340583,4,ok,CI_AVAILABLE,-0.0329470485448837,0.0236858874559402,False,2000,ok,0.0041147130793672,-0.03040076063603115
mixed,none,cnn(5|3),sequence,sequence_dnase,dnase,0.1353490173693358,0.1312343042899685,-0.0041147130793672,0.1543933441364489,0.15476199563338,0.0003686514969311,0.1164113247994169,0.1182477711767993,0.0018364463773823,-0.0148228555135714,-0.0242267669340583,4,ok,CI_AVAILABLE,-0.032817181199789,0.0204540453851223,False,2000,ok,0.0041147130793672,-0.03040076063603115
mixed,none,cnn(5|3),sequence,sequence_h3k4me3,h3k4me3,0.1353490173693358,0.1324811122837646,-0.0028679050855712,0.1543933441364489,0.1546468632687556,0.0002535191323067,0.1164113247994169,0.1173618045689528,0.0009504797695359,-0.0050556247908565,-0.0060223340331505,4,ok,CI_AVAILABLE,-0.0341186970472335,0.0316082127392292,False,2000,ok,0.0028679050855712,-0.021188961259654793
mixed,none,cnn(5|3),sequence,sequence_h3k4me3,h3k4me3,0.1353490173693358,0.1324811122837646,-0.0028679050855712,0.1543933441364489,0.1546468632687556,0.0002535191323067,0.1164113247994169,0.1173618045689528,0.0009504797695359,-0.0050556247908565,-0.0060223340331505,4,ok,CI_AVAILABLE,-0.0403785482048988,0.0170319508761167,False,2000,ok,0.0028679050855712,-0.021188961259654793
mixed,none,cnn(5|3),sequence,sequence_h3k4me3,h3k4me3,0.1353490173693358,0.1324811122837646,-0.0028679050855712,0.1543933441364489,0.1546468632687556,0.0002535191323067,0.1164113247994169,0.1173618045689528,0.0009504797695359,-0.0050556247908565,-0.0060223340331505,4,ok,CI_AVAILABLE,-0.0266870129853487,0.028492622077465,False,2000,ok,0.0028679050855712,-0.021188961259654793
mixed,none,cnn(5|3),sequence,sequence_h3k4me3,h3k4me3,0.1353490173693358,0.1324811122837646,-0.0028679050855712,0.1543933441364489,0.1546468632687556,0.0002535191323067,0.1164113247994169,0.1173618045689528,0.0009504797695359,-0.0050556247908565,-0.0060223340331505,4,ok,CI_AVAILABLE,-0.02343575283885,0.0253933072090148,False,2000,ok,0.0028679050855712,-0.021188961259654793
mixed,none,cnn(5|3),sequence,sequence_rrbs,rrbs,0.1353490173693358,0.1340246694522054,-0.0013243479171303,0.1543933441364489,0.1545065379735117,0.0001131938370628,0.1164113247994169,0.116136520985323,-0.0002748038140938,0.000729323758073,-0.0106214390140812,4,ok,CI_AVAILABLE,-0.0259986221790313,0.0397444292902946,False,2000,ok,0.0013243479171303,-0.009784688081749898
mixed,none,cnn(5|3),sequence,sequence_rrbs,rrbs,0.1353490173693358,0.1340246694522054,-0.0013243479171303,0.1543933441364489,0.1545065379735117,0.0001131938370628,0.1164113247994169,0.116136520985323,-0.0002748038140938,0.000729323758073,-0.0106214390140812,4,ok,CI_AVAILABLE,-0.0434744171798229,0.0207217577844858,False,2000,ok,0.0013243479171303,-0.009784688081749898
mixed,none,cnn(5|3),sequence,sequence_rrbs,rrbs,0.1353490173693358,0.1340246694522054,-0.0013243479171303,0.1543933441364489,0.1545065379735117,0.0001131938370628,0.1164113247994169,0.116136520985323,-0.0002748038140938,0.000729323758073,-0.0106214390140812,4,ok,CI_AVAILABLE,-0.0262457095086574,0.0241394899785518,False,2000,ok,0.0013243479171303,-0.009784688081749898
mixed,none,cnn(5|3),sequence,sequence_rrbs,rrbs,0.1353490173693358,0.1340246694522054,-0.0013243479171303,0.1543933441364489,0.1545065379735117,0.0001131938370628,0.1164113247994169,0.116136520985323,-0.0002748038140938,0.000729323758073,-0.0106214390140812,4,ok,CI_AVAILABLE,-0.0321040265262126,0.0298347882926464,False,2000,ok,0.0013243479171303,-0.009784688081749898
mixed,none,cnn(5|3),sequence_ctcf,sequence_ctcf_dnase,dnase,0.1349633033959926,0.1345926303336303,-0.0003706730623623,0.1544367989913287,0.1544498345329057,1.3035541576972289e-05,0.1169033219620049,0.1190142545713714,0.0021109326093665,-0.0117219665967074,-0.0098862302581587,4,ok,CI_AVAILABLE,-0.019762298092246,0.0435886979103088,False,2000,ok,0.0003706730623623,-0.0027464729525381953
mixed,none,cnn(5|3),sequence_ctcf,sequence_ctcf_dnase,dnase,0.1349633033959926,0.1345926303336303,-0.0003706730623623,0.1544367989913287,0.1544498345329057,1.3035541576972289e-05,0.1169033219620049,0.1190142545713714,0.0021109326093665,-0.0117219665967074,-0.0098862302581587,4,ok,CI_AVAILABLE,-0.0437986776232719,0.0114221470430493,False,2000,ok,0.0003706730623623,-0.0027464729525381953
mixed,none,cnn(5|3),sequence_ctcf,sequence_ctcf_dnase,dnase,0.1349633033959926,0.1345926303336303,-0.0003706730623623,0.1544367989913287,0.1544498345329057,1.3035541576972289e-05,0.1169033219620049,0.1190142545713714,0.0021109326093665,-0.0117219665967074,-0.0098862302581587,4,ok,CI_AVAILABLE,-0.0323372855782508,0.010157510638237,False,2000,ok,0.0003706730623623,-0.0027464729525381953
mixed,none,cnn(5|3),sequence_ctcf,sequence_ctcf_dnase,dnase,0.1349633033959926,0.1345926303336303,-0.0003706730623623,0.1544367989913287,0.1544498345329057,1.3035541576972289e-05,0.1169033219620049,0.1190142545713714,0.0021109326093665,-0.0117219665967074,-0.0098862302581587,4,ok,CI_AVAILABLE,-0.0009717241046018,0.0308412220329046,False,2000,ok,0.0003706730623623,-0.0027464729525381953
mixed,none,cnn(5|3),sequence_ctcf,sequence_ctcf_h3k4me3,h3k4me3,0.1349633033959926,0.1337130741372185,-0.001250229258774,0.1544367989913287,0.1545478944068582,0.0001110954155294,0.1169033219620049,0.1177180909417422,0.0008147689797372,-0.0023113439663694,0.0014896711504601,4,ok,CI_AVAILABLE,-0.0270468909293413,0.028624115511775,False,2000,ok,0.001250229258774,-0.009263475532350686
