cell_line,model,environment,MAE/RMSE,Pearson/Spearman,R2,delta_R2,validation_MAE/RMSE,validation_Pearson/Spearman,validation_R2
hela,xgboost,sequence_ctcf_dnase_h3k4me3,0.1394/0.1770,0.3167/0.3216,0.09997289196224546,0.0007120542418013187,0.1360/0.1704,0.3552/0.3498,0.12537489164177584
hl60,xgboost,sequence_ctcf_dnase_h3k4me3,0.0787/0.1028,0.3903/0.4250,0.15178797652505294,-0.0028757759005942907,0.0892/0.1116,0.4238/0.4052,0.1704145513029266
hct116,mlp,sequence_ctcf_dnase_h3k4me3,0.1340/0.1692,0.3514/0.3412,0.11937401750001964,-0.0021395184766147546,0.1260/0.1586,0.3784/0.3695,0.1372300996807696
hek293t,mlp,sequence_ctcf_dnase_h3k4me3,0.1017/0.1206,0.1039/0.1056,-0.007774784872305762,-0.0040938757372708245,0.1011/0.1245,0.1491/0.1306,0.01607338678157355
hela,mlp,sequence_ctcf_dnase_h3k4me3,0.1387/0.1790,0.3006/0.3003,0.0790115605897237,0.005919748927795565,0.1330/0.1703,0.3587/0.3441,0.12592622449435942
hl60,mlp,sequence_ctcf_dnase_h3k4me3,0.0791/0.1040,0.3692/0.3932,0.1325829061908832,-0.0234341408072809,0.0869/0.1104,0.4395/0.4388,0.18779101416512822
hct116,cnn(3|3),sequence_ctcf_dnase_h3k4me3,0.1383/0.1743,0.2589/0.2779,0.06561071832267695,-0.013917068608128802,0.1300/0.1630,0.3006/0.3060,0.08906550543195868
hek293t,cnn(3|3),sequence_ctcf_dnase_h3k4me3,0.0940/0.1163,0.2642/0.2028,0.0629200755026138,-0.009047962197523463,0.0953/0.1204,0.2973/0.2489,0.08072991504055671
hela,cnn(3|3),sequence_ctcf_dnase_h3k4me3,0.1402/0.1798,0.2770/0.2701,0.07123875013604652,0.00272173315419888,0.1390/0.1754,0.2772/0.2612,0.0727474765003111
hl60,cnn(3|3),sequence_ctcf_dnase_h3k4me3,0.0842/0.1077,0.3078/0.3128,0.069999968467087,-0.0037911978649228795,0.0909/0.1119,0.4121/0.3953,0.16639339948452747
hct116,cnn(5|3),sequence_ctcf_dnase_h3k4me3,0.1337/0.1698,0.3483/0.3398,0.11336268396690596,-0.00023674133279216747,0.1267/0.1611,0.3380/0.3152,0.109838021540267
hek293t,cnn(5|3),sequence_ctcf_dnase_h3k4me3,0.0944/0.1178,0.2389/0.1801,0.03773459791526723,0.0025136090648202325,0.0957/0.1225,0.2589/0.2166,0.047731116217713754
hela,cnn(5|3),sequence_ctcf_dnase_h3k4me3,0.1397/0.1795,0.3127/0.3273,0.07383507981657478,-0.02665467780938313,0.1352/0.1690,0.3857/0.3824,0.13934651615732663
hl60,cnn(5|3),sequence_ctcf_dnase_h3k4me3,0.0859/0.1097,0.2862/0.2971,0.03489936422527984,0.00839961966641467,0.0882/0.1097,0.4466/0.4170,0.19854399612042384
hct116,cnn(7|3),sequence_ctcf_dnase_h3k4me3,0.1318/0.1659,0.3966/0.3871,0.1527673068757217,0.039708773722723634,0.1280/0.1614,0.3263/0.3333,0.10633404035554761
hek293t,cnn(7|3),sequence_ctcf_dnase_h3k4me3,0.0970/0.1184,0.2314/0.1542,0.028732233431865706,-0.04289408849795073,0.0964/0.1221,0.2670/0.2167,0.05324177518080142
hela,cnn(7|3),sequence_ctcf_dnase_h3k4me3,0.1375/0.1751,0.3468/0.3454,0.11920328737728769,0.00044984501999867366,0.1343/0.1682,0.3850/0.3715,0.14801565842561604
hl60,cnn(7|3),sequence_ctcf_dnase_h3k4me3,0.0838/0.1074,0.3345/0.3374,0.07552471282600304,-0.02308869212533593,0.0860/0.1080,0.4759/0.4655,0.22319084453944305
hct116,transformer,sequence_ctcf_dnase_h3k4me3,0.1344/0.1688,0.3537/0.3579,0.12320830579662967,0.011471229490906953,0.1247/0.1580,0.3832/0.3612,0.14421049272847497
hek293t,transformer,sequence_ctcf_dnase_h3k4me3,0.1017/0.1261,0.0657/0.0517,-0.10319666151090345,-0.13972837342277744,0.0961/0.1213,0.2808/0.1438,0.06552730323040568
hela,transformer,sequence_ctcf_dnase_h3k4me3,0.1403/0.1800,0.2821/0.2891,0.06859993350415516,-0.01794102648954954,0.1355/0.1716,0.3401/0.3372,0.1134201130828979
hl60,transformer,sequence_ctcf_dnase_h3k4me3,0.0800/0.1036,0.3974/0.4469,0.14000722434205626,-0.002794048790042969,0.0880/0.1096,0.4480/0.4332,0.20010686960392077
hct116,linear,sequence_ctcf_dnase_rrbs,0.1347/0.1694,0.3446/0.3182,0.11699395820724923,-0.015030609394764527,0.1262/0.1586,0.3730/0.3706,0.13740477905555615
hek293t,linear,sequence_ctcf_dnase_rrbs,0.1010/0.1214,0.1103/0.0890,-0.021170308862294096,-0.017828342102085504,0.1017/0.1293,0.0980/0.1279,-0.06087561479801096
hela,linear,sequence_ctcf_dnase_rrbs,0.1410/0.1790,0.2891/0.2993,0.07878620900965783,-0.001820881471536917,245.6290/6050.7576,0.0522/0.3141,-1102925106.2243152
hl60,linear,sequence_ctcf_dnase_rrbs,0.0809/0.1046,0.3689/0.3959,0.12192564591579758,-0.027558287406764803,321671655.1200/5672741425.8803,0.0581/0.3755,-2.1438717000397137e+21
hct116,xgboost,sequence_ctcf_dnase_rrbs,0.1342/0.1673,0.3760/0.3598,0.13859390931749593,-0.011988825711324202,0.1273/0.1596,0.3572/0.3606,0.12586362422226527
hek293t,xgboost,sequence_ctcf_dnase_rrbs,0.0974/0.1182,0.1843/0.1191,0.03160667361297986,-0.005643049012156842,0.0978/0.1228,0.2189/0.1950,0.0433888293775494
hela,xgboost,sequence_ctcf_dnase_rrbs,0.1389/0.1767,0.3220/0.3200,0.10275486820551916,0.003494030485075017,0.1354/0.1700,0.3599/0.3519,0.12932711417370446
hl60,xgboost,sequence_ctcf_dnase_rrbs,0.0793/0.1034,0.3776/0.4040,0.14193136115173477,-0.012732391273912458,0.0898/0.1121,0.4124/0.3900,0.1633099844405873
hct116,mlp,sequence_ctcf_dnase_rrbs,0.1361/0.1686,0.3620/0.3408,0.12576572560039123,0.004252189623756841,0.1289/0.1587,0.3794/0.3615,0.13560046861310582
hek293t,mlp,sequence_ctcf_dnase_rrbs,0.1000/0.1193,0.1501/0.1243,0.012330419497902922,0.01601132863293786,0.1004/0.1247,0.1506/0.1287,0.012426401322062297
hela,mlp,sequence_ctcf_dnase_rrbs,0.1402/0.1780,0.3043/0.3117,0.08952936273410306,0.016437551072174927,0.1365/0.1711,0.3436/0.3254,0.1178759217096782
hl60,mlp,sequence_ctcf_dnase_rrbs,0.0805/0.1040,0.3650/0.3933,0.1323066711343588,-0.02371037586380531,0.0901/0.1133,0.3804/0.4080,0.14471070182363666
hct116,cnn(3|3),sequence_ctcf_dnase_rrbs,0.1350/0.1729,0.3012/0.2975,0.08027386910872925,0.0007460821779234905,0.1273/0.1625,0.3186/0.3350,0.0939220568798037
hek293t,cnn(3|3),sequence_ctcf_dnase_rrbs,0.0959/0.1168,0.2324/0.1675,0.0532879357242958,-0.018680101975841468,0.0976/0.1213,0.2618/0.1815,0.06685809818189847
hela,cnn(3|3),sequence_ctcf_dnase_rrbs,0.1401/0.1808,0.2630/0.2663,0.06102571550614466,-0.007491301475702983,0.1388/0.1756,0.2761/0.2538,0.07124939740384062
hl60,cnn(3|3),sequence_ctcf_dnase_rrbs,0.0853/0.1082,0.2745/0.2646,0.06103519896749676,-0.012755967364513121,0.0929/0.1149,0.3487/0.3455,0.12118133534834918
hct116,cnn(5|3),sequence_ctcf_dnase_rrbs,0.1359/0.1714,0.3237/0.3224,0.09655427970176822,-0.01704514559792991,0.1277/0.1607,0.3463/0.3356,0.11383829188027972
hek293t,cnn(5|3),sequence_ctcf_dnase_rrbs,0.0958/0.1174,0.2589/0.2041,0.04448402556213893,0.00926303671169193,0.0976/0.1240,0.2288/0.2356,0.024514629682343525
hela,cnn(5|3),sequence_ctcf_dnase_rrbs,0.1366/0.1761,0.3394/0.3478,0.10894183773009536,0.00845208010413745,0.1344/0.1683,0.3859/0.3798,0.14628464949862574
hl60,cnn(5|3),sequence_ctcf_dnase_rrbs,0.0888/0.1118,0.2658/0.2620,-0.002526070209410536,-0.029025814768275704,0.0920/0.1128,0.4008/0.3703,0.1516313791985262
hct116,cnn(7|3),sequence_ctcf_dnase_rrbs,0.1358/0.1672,0.3913/0.3888,0.13933876496803022,0.02628023181503214,0.1313/0.1615,0.3442/0.3485,0.10479806741663455
hek293t,cnn(7|3),sequence_ctcf_dnase_rrbs,0.0957/0.1162,0.2845/0.2079,0.06318186072417886,-0.008444461205637577,0.0963/0.1216,0.2863/0.2397,0.06208317136163455
hela,cnn(7|3),sequence_ctcf_dnase_rrbs,0.1345/0.1760,0.3503/0.3491,0.1097546587291357,-0.008998783628153317,0.1320/0.1693,0.3856/0.3676,0.13630999031104962
hl60,cnn(7|3),sequence_ctcf_dnase_rrbs,0.0843/0.1084,0.2989/0.3021,0.057501739275275576,-0.04111166567606339,0.0885/0.1100,0.4419/0.4228,0.19439400214496882
hct116,transformer,sequence_ctcf_dnase_rrbs,0.1351/0.1715,0.3148/0.3337,0.09455062534241332,-0.017186450963309396,0.1250/0.1589,0.3710/0.3557,0.1336617858889425
hek293t,transformer,sequence_ctcf_dnase_rrbs,0.0990/0.1192,0.1670/0.1043,0.014330233671324355,-0.022201478240549632,0.0986/0.1231,0.2186/0.1441,0.03871370291107623
hela,transformer,sequence_ctcf_dnase_rrbs,0.1392/0.1809,0.2812/0.3018,0.059535064628737144,-0.027005895364967558,0.1337/0.1701,0.3639/0.3774,0.1279578713398114
hl60,transformer,sequence_ctcf_dnase_rrbs,0.0796/0.1036,0.3843/0.4127,0.1385500439508247,-0.004251229181274518,0.0908/0.1124,0.3986/0.3945,0.15882907041034422
hct116,linear,sequence_ctcf_h3k4me3_rrbs,0.1351/0.1698,0.3388/0.3115,0.11268325446710481,-0.019341313134908944,0.1260/0.1583,0.3760/0.3730,0.14088043015591067
hek293t,linear,sequence_ctcf_h3k4me3_rrbs,0.1027/0.1231,0.0817/0.0781,-0.05135764509224727,-0.04801567833203868,0.1041/0.1338,0.0520/0.1022,-0.13630117981964762
hela,linear,sequence_ctcf_h3k4me3_rrbs,0.1415/0.1798,0.2813/0.2932,0.07152838428704378,-0.009078706194150965,0.1381/0.1733,0.3129/0.3018,0.09566815537852458
hct116,xgboost,sequence_ctcf_h3k4me3_rrbs,0.1341/0.1673,0.3761/0.3621,0.13873380095414256,-0.011848934074677575,0.1269/0.1594,0.3615/0.3650,0.12867365415337462
hek293t,xgboost,sequence_ctcf_h3k4me3_rrbs,0.0983/0.1195,0.1084/0.0873,0.009635938469414906,-0.0276137841557218,0.0989/0.1235,0.1886/0.1741,0.03227323811976146
hela,xgboost,sequence_ctcf_h3k4me3_rrbs,0.1388/0.1764,0.3263/0.3322,0.10615628934791488,0.006895451627470739,0.1353/0.1698,0.3640/0.3557,0.13184986507390628
hl60,xgboost,sequence_ctcf_h3k4me3_rrbs,0.0777/0.1024,0.3994/0.4253,0.1587241215290388,0.004060369103391581,0.0891/0.1114,0.4235/0.4007,0.17267867948064675
hct116,mlp,sequence_ctcf_h3k4me3_rrbs,0.1362/0.1690,0.3558/0.3353,0.12105495288563173,-0.00045858309100266226,0.1294/0.1593,0.3718/0.3571,0.12931873829775742
hek293t,mlp,sequence_ctcf_h3k4me3_rrbs,0.1021/0.1223,0.0800/0.0889,-0.036735500603081395,-0.03305459146804646,0.1016/0.1255,0.1342/0.1314,0.0001393634626850604
hela,mlp,sequence_ctcf_h3k4me3_rrbs,0.1400/0.1794,0.2924/0.2910,0.07499172856123348,0.001899916899305354,0.1355/0.1715,0.3407/0.3306,0.11402593506693226
hl60,mlp,sequence_ctcf_h3k4me3_rrbs,0.0802/0.1048,0.3617/0.3922,0.1189348891884835,-0.037082157809680605,0.0870/0.1115,0.4233/0.4285,0.17109605715059506
hct116,cnn(3|3),sequence_ctcf_h3k4me3_rrbs,0.1385/0.1740,0.2625/0.2650,0.068313839900628,-0.011213947030177751,0.1306/0.1633,0.2917/0.2908,0.08500079746713396
hek293t,cnn(3|3),sequence_ctcf_h3k4me3_rrbs,0.0942/0.1172,0.2441/0.2015,0.04812895470902112,-0.023839082991116145,0.0956/0.1212,0.2813/0.2217,0.06793779627315177
hela,cnn(3|3),sequence_ctcf_h3k4me3_rrbs,0.1434/0.1790,0.2841/0.2687,0.07904732246173829,0.010530305479890645,0.1444/0.1762,0.2609/0.2486,0.06464901185768057
hl60,cnn(3|3),sequence_ctcf_h3k4me3_rrbs,0.0862/0.1090,0.2878/0.2928,0.047743130778446496,-0.026048035553563387,0.0925/0.1133,0.3915/0.3843,0.14510668983695818
hct116,cnn(5|3),sequence_ctcf_h3k4me3_rrbs,0.1322/0.1723,0.3510/0.3252,0.08662628144230256,-0.026973143857395576,0.1239/0.1590,0.3922/0.3684,0.1329601579131946
hek293t,cnn(5|3),sequence_ctcf_h3k4me3_rrbs,0.0947/0.1170,0.2420/0.1900,0.05143365069173922,0.01621266184129222,0.0967/0.1221,0.2528/0.1984,0.05408867293115005
hela,cnn(5|3),sequence_ctcf_h3k4me3_rrbs,0.1358/0.1764,0.3336/0.3438,0.10534897248053854,0.004859214854580629,0.1323/0.1678,0.3911/0.3826,0.1512976445743871
hl60,cnn(5|3),sequence_ctcf_h3k4me3_rrbs,0.0888/0.1119,0.2961/0.2954,-0.0040019233239663166,-0.030501667882831485,0.0903/0.1108,0.4434/0.4137,0.18176513169731356
hct116,cnn(7|3),sequence_ctcf_h3k4me3_rrbs,0.1318/0.1660,0.3965/0.3847,0.15189954919428827,0.0388410160412902,0.1268/0.1604,0.3425/0.3412,0.11717740280222988
hek293t,cnn(7|3),sequence_ctcf_h3k4me3_rrbs,0.0960/0.1176,0.2529/0.1758,0.04143608384654318,-0.030190238083273258,0.0949/0.1207,0.3040/0.2452,0.07473274941701813
hela,cnn(7|3),sequence_ctcf_h3k4me3_rrbs,0.1358/0.1763,0.3361/0.3419,0.10659309003534634,-0.01216035232194268,0.1323/0.1689,0.3845/0.3701,0.14092397168565785
hl60,cnn(7|3),sequence_ctcf_h3k4me3_rrbs,0.0830/0.1068,0.3286/0.3179,0.08540419060027404,-0.013209214351064924,0.0857/0.1079,0.4759/0.4493,0.224739248625197
hct116,transformer,sequence_ctcf_h3k4me3_rrbs,0.1340/0.1677,0.3672/0.3662,0.1342947711208362,0.022557694815113494,0.1249/0.1577,0.3845/0.3627,0.14696369609952953
hek293t,transformer,sequence_ctcf_h3k4me3_rrbs,0.1004/0.1213,-0.0399/-0.0360,-0.020163524439984926,-0.05669523635185891,0.0996/0.1244,0.1406/0.1286,0.018292773210292657
hela,transformer,sequence_ctcf_h3k4me3_rrbs,0.1370/0.1769,0.3232/0.3191,0.10120275594883343,0.014661795955128731,0.1350/0.1711,0.3469/0.3377,0.11765769683215099
hl60,transformer,sequence_ctcf_h3k4me3_rrbs,0.0806/0.1046,0.3765/0.4203,0.12309068066201356,-0.019710592470085664,0.0881/0.1106,0.4300/0.4352,0.1848936086991606
hct116,linear,sequence_dnase_h3k4me3_rrbs,0.1342/0.1683,0.3591/0.3371,0.1280521927919619,-0.00397237481005186,0.1272/0.1596,0.3591/0.3526,0.12635578667608183
hek293t,linear,sequence_dnase_h3k4me3_rrbs,0.1026/0.1229,0.0726/0.0651,-0.04709624355561548,-0.04375427679540689,0.1034/0.1311,0.0739/0.1025,-0.09061008408224902
hela,linear,sequence_dnase_h3k4me3_rrbs,0.1406/0.1787,0.2938/0.2949,0.08239832647599432,0.0017912359947995782,4433.1557/154521.0442,-0.0282/0.3030,-719286286893.9249
hct116,xgboost,sequence_dnase_h3k4me3_rrbs,0.1333/0.1660,0.3926/0.3723,0.15218643774212648,0.001603702713306343,0.1271/0.1599,0.3522/0.3508,0.1233805088213491
hek293t,xgboost,sequence_dnase_h3k4me3_rrbs,0.0982/0.1190,0.1424/0.0882,0.018895481401320913,-0.018354241223815793,0.0999/0.1240,0.1594/0.1391,0.023557815451273667
hela,xgboost,sequence_dnase_h3k4me3_rrbs,0.1395/0.1771,0.3154/0.3176,0.0986253750439331,-0.0006354626765110449,0.1353/0.1697,0.3647/0.3566,0.13225376639392206
hl60,xgboost,sequence_dnase_h3k4me3_rrbs,0.0776/0.1023,0.4027/0.4405,0.16061843076571192,0.00595467834006469,0.0895/0.1120,0.4146/0.4029,0.1640157947233003
hct116,mlp,sequence_dnase_h3k4me3_rrbs,0.1330/0.1689,0.3542/0.3436,0.12248206179912258,0.0009685258224881865,0.1270/0.1598,0.3543/0.3364,0.12395974981957769
hek293t,mlp,sequence_dnase_h3k4me3_rrbs,0.0987/0.1213,0.0602/0.0614,-0.020203368187442283,-0.016522459052407346,0.0990/0.1258,0.1093/0.0890,-0.0047005218851579045
hela,mlp,sequence_dnase_h3k4me3_rrbs,0.1403/0.1788,0.2925/0.2893,0.08084593051272038,0.0077541188507922465,0.1347/0.1709,0.3486/0.3327,0.12059820609795491
hl60,mlp,sequence_dnase_h3k4me3_rrbs,0.0784/0.1031,0.3864/0.4121,0.14723805381966848,-0.00877899317849562,0.0892/0.1141,0.3702/0.3866,0.13262191238132837
hct116,cnn(3|3),sequence_dnase_h3k4me3_rrbs,0.1383/0.1748,0.2516/0.2582,0.06000326947759971,-0.019524517453206047,0.1292/0.1634,0.2916/0.2872,0.08427882490868244
hek293t,cnn(3|3),sequence_dnase_h3k4me3_rrbs,0.0990/0.1193,0.1990/0.1225,0.013954054342662059,-0.05801398335747521,0.0986/0.1221,0.2541/0.1561,0.05424744724620345
hela,cnn(3|3),sequence_dnase_h3k4me3_rrbs,0.1428/0.1795,0.2726/0.2545,0.07410352746069859,0.005586510478850948,0.1433/0.1763,0.2544/0.2444,0.06380599517546104
hl60,cnn(3|3),sequence_dnase_h3k4me3_rrbs,0.0862/0.1100,0.2788/0.2888,0.03011477988962019,-0.04367638644238969,0.0917/0.1132,0.3863/0.3861,0.14571686405590534
hct116,cnn(5|3),sequence_dnase_h3k4me3_rrbs,0.1339/0.1713,0.3161/0.3185,0.09725491495006988,-0.01634451034962825,0.1272/0.1612,0.3310/0.3142,0.10852326177661209
hek293t,cnn(5|3),sequence_dnase_h3k4me3_rrbs,0.0964/0.1169,0.2363/0.1685,0.05277420661384857,0.017553217763401574,0.0981/0.1231,0.2066/0.1883,0.03838030115776492
hela,cnn(5|3),sequence_dnase_h3k4me3_rrbs,0.1375/0.1773,0.3256/0.3366,0.09668331068470404,-0.0038064469412538715,0.1337/0.1682,0.3880/0.3848,0.14769162687824544
hl60,cnn(5|3),sequence_dnase_h3k4me3_rrbs,0.0834/0.1074,0.2876/0.2957,0.07438818886834964,0.04788844430948447,0.0884/0.1113,0.4264/0.4123,0.17494953293538806
hct116,cnn(7|3),sequence_dnase_h3k4me3_rrbs,0.1321/0.1661,0.3920/0.3832,0.15127434697456799,0.03821581382156991,0.1284/0.1616,0.3256/0.3282,0.10450055887199383
hek293t,cnn(7|3),sequence_dnase_h3k4me3_rrbs,0.0954/0.1182,0.2531/0.1768,0.03149025928037841,-0.04013606264943803,0.0956/0.1223,0.2910/0.2335,0.051442617181169936
hela,cnn(7|3),sequence_dnase_h3k4me3_rrbs,0.1379/0.1752,0.3440/0.3391,0.11823868847704022,-0.0005147538802487972,0.1348/0.1685,0.3811/0.3661,0.14504958389327505
hl60,cnn(7|3),sequence_dnase_h3k4me3_rrbs,0.0824/0.1064,0.3350/0.3318,0.09285173443285655,-0.00576167051848242,0.0857/0.1081,0.4712/0.4493,0.22078475068633618
hct116,transformer,sequence_dnase_h3k4me3_rrbs,0.1354/0.1697,0.3487/0.3463,0.11418019823718584,0.0024431219314631214,0.1261/0.1599,0.3607/0.3278,0.12257796045340785
hek293t,transformer,sequence_dnase_h3k4me3_rrbs,0.0995/0.1198,0.1412/0.1049,0.004958030354028753,-0.031573681557845235,0.1001/0.1235,0.1981/0.1561,0.03168915405666495
hela,transformer,sequence_dnase_h3k4me3_rrbs,0.1407/0.1787,0.2883/0.2992,0.082066230599382,-0.004474729394322696,0.1381/0.1721,0.3293/0.3252,0.1077041279758616
hl60,transformer,sequence_dnase_h3k4me3_rrbs,0.0793/0.1025,0.4044/0.4394,0.15712752463172308,0.014326251499623854,0.0876/0.1099,0.4449/0.4400,0.19575774011700742
hct116,linear,all,0.1352/0.1698,0.3410/0.3155,0.11334736134150536,-0.018677206260508394,0.1267/0.1590,0.3683/0.3664,0.13264959054488745
hek293t,linear,all,0.1026/0.1231,0.0820/0.0785,-0.051011898586734716,-0.047669931826526124,0.1041/0.1338,0.0518/0.1033,-0.1363306126185011
hela,linear,all,0.1415/0.1798,0.2813/0.2932,0.07150237618263289,-0.009104714298561856,259.9213/9054.7962,-0.0282/0.2970,-2469925585.746402
hct116,xgboost,all,0.1328/0.1663,0.3868/0.3725,0.1494956040692782,-0.0010871309595419376,0.1263/0.1590,0.3654/0.3626,0.1323772281432396
hek293t,xgboost,all,0.0983/0.1195,0.1084/0.0873,0.009635938469414906,-0.0276137841557218,0.0989/0.1235,0.1886/0.1741,0.03227323811976146
hela,xgboost,all,0.1388/0.1764,0.3263/0.3322,0.10615628934791488,0.006895451627470739,0.1353/0.1698,0.3640/0.3557,0.13184986507390628
hl60,xgboost,all,0.0800/0.1040,0.3723/0.4073,0.13337811788164877,-0.021285634543998455,0.0882/0.1109,0.4290/0.4253,0.18016102009422474
hct116,mlp,all,0.1348/0.1684,0.3570/0.3299,0.1271007489649405,0.005587212988306112,0.1273/0.1579,0.3818/0.3730,0.14426267379510394
hek293t,mlp,all,0.1019/0.1214,0.0796/0.0881,-0.021875477957647327,-0.01819456882261239,0.1003/0.1248,0.1462/0.1375,0.011750041721494076
hela,mlp,all,0.1383/0.1768,0.3231/0.3202,0.10223353111351352,0.02914171945158539,0.1335/0.1693,0.3699/0.3585,0.13666498222975532
hl60,mlp,all,0.0820/0.1058,0.3588/0.3969,0.10292486360750941,-0.05309218339065469,0.0886/0.1106,0.4361/0.4410,0.18574448104964625
hct116,cnn(3|3),all,0.1379/0.1734,0.2761/0.2696,0.07477307889875295,-0.004754708032052801,0.1302/0.1632,0.2967/0.2944,0.08611194767607255
hek293t,cnn(3|3),all,0.0941/0.1163,0.2660/0.2097,0.06234981787821925,-0.009618219821918017,0.0956/0.1208,0.2874/0.2541,0.07401416535621097
hela,cnn(3|3),all,0.1418/0.1785,0.2903/0.2777,0.08399529259130922,0.015478275609461578,0.1427/0.1762,0.2585/0.2484,0.06501983580014203
hl60,cnn(3|3),all,0.0863/0.1095,0.2662/0.2586,0.03809988980181045,-0.035691276530199434,0.0902/0.1129,0.3981/0.3806,0.15123132596329714
hct116,cnn(5|3),all,0.1354/0.1722,0.3390/0.3270,0.08776887703672986,-0.025830548262968267,0.1286/0.1607,0.3828/0.3685,0.11426615559446207
hek293t,cnn(5|3),all,0.0958/0.1172,0.2405/0.2062,0.048156375161999,0.012935386311552,0.0967/0.1218,0.2529/0.2682,0.05849504454458809
hela,cnn(5|3),all,0.1386/0.1761,0.3316/0.3294,0.10931502675165827,0.008825269125700363,0.1378/0.1705,0.3540/0.3498,0.12393297828686478
hl60,cnn(5|3),all,0.0816/0.1071,0.3112/0.3338,0.07974981001315162,0.053250065454286455,0.0882/0.1106,0.4424/0.4221,0.18454844553895666
hct116,cnn(7|3),all,0.1296/0.1669,0.3866/0.3734,0.143191777976027,0.030133244823028926,0.1250/0.1594,0.3689/0.3632,0.1288363204887244
hek293t,cnn(7|3),all,0.0968/0.1162,0.2799/0.2237,0.06309547153601358,-0.008530850393802858,0.0987/0.1211,0.2801/0.2458,0.06915678238108924
hela,cnn(7|3),all,0.1362/0.1756,0.3431/0.3361,0.11412538357509805,-0.004628058782190969,0.1345/0.1693,0.3713/0.3620,0.13645123208043397
hl60,cnn(7|3),all,0.0826/0.1079,0.2994/0.3033,0.065937559122481,-0.03267584582885796,0.0857/0.1103,0.4459/0.4407,0.1897994629334543
hct116,transformer,all,0.1340/0.1691,0.3501/0.3489,0.1206748735517289,0.008937797246006185,0.1243/0.1568,0.3989/0.3737,0.15653609877486208
hek293t,transformer,all,0.1003/0.1214,-0.0527/-0.0442,-0.0224039528041291,-0.05893566471600309,0.0997/0.1246,0.1274/0.1229,0.015143316606237578
hela,transformer,all,0.1404/0.1798,0.2780/0.2873,0.07126083461554011,-0.015280125378164588,0.1361/0.1713,0.3407/0.3380,0.11568707365173336
hl60,transformer,all,0.0813/0.1045,0.3819/0.4157,0.12417317564002184,-0.01862809749207739,0.0881/0.1102,0.4371/0.4286,0.19083801137735523
