model,environment,MAE/RMSE,Pearson/Spearman,R2,delta_R2,validation_MAE/RMSE,validation_Pearson/Spearman,validation_R2,test_cell_line
xgboost,sequence_ctcf_dnase_h3k4me3,0.1317/0.1632,0.3179/0.3212,0.09645825010938314,-0.005810418318809241,0.1225/0.1588,0.2255/0.1870,0.04994558991231801,hct116
xgboost,sequence_ctcf_dnase_h3k4me3,0.1139/0.1439,-0.1854/-0.1444,-0.442169842102593,0.01649632333565787,0.1267/0.1629,0.3721/0.3830,0.1358651763284745,hela
xgboost,sequence_ctcf_dnase_h3k4me3,0.1440/0.1823,0.0889/0.0863,-0.0022473300292700227,-0.004018191710493224,0.0947/0.1181,0.1403/0.1572,0.01878516971306854,hela
xgboost,sequence_ctcf_dnase_h3k4me3,0.0913/0.1153,0.1729/0.1534,-0.032084659643498936,-0.01595802297711968,0.1307/0.1645,0.3070/0.2931,0.09196519302419215,hl60
mlp,sequence_ctcf_dnase_h3k4me3,0.1438/0.1818,0.1055/0.1074,0.0030477898305962814,-0.001494375812793547,0.0955/0.1198,0.0787/0.1022,-0.009306387383774428,hct116
mlp,sequence_ctcf_dnase_h3k4me3,0.1108/0.1384,-0.1514/-0.1290,-0.33518739491035743,0.061417461985828314,0.1296/0.1649,0.3381/0.3418,0.11408976603736454,hct116
mlp,sequence_ctcf_dnase_h3k4me3,0.1338/0.1650,0.2844/0.2888,0.07630972197964547,-0.016457470932729423,0.1226/0.1594,0.2197/0.1738,0.043110950039655815,hek293t
mlp,sequence_ctcf_dnase_h3k4me3,0.0900/0.1149,0.1475/0.1526,-0.025236297510569772,-0.05353729768326787,0.1319/0.1672,0.2630/0.2439,0.06268146178612366,hl60
cnn(3|3),sequence_ctcf_dnase_h3k4me3,0.0890/0.1137,0.1513/0.1280,-0.0036728120274953646,0.09960762970657844,0.1326/0.1674,0.2529/0.2499,0.06050901592956315,hek293t
cnn(3|3),sequence_ctcf_dnase_h3k4me3,0.1460/0.1854,-0.0566/-0.0447,-0.03703091985894358,-0.013376983973257817,0.0937/0.1157,0.2430/0.2056,0.058047261142868956,hela
cnn(3|3),sequence_ctcf_dnase_h3k4me3,0.1065/0.1329,-0.1280/-0.0807,-0.23097418528954372,0.007210055294500917,0.1327/0.1696,0.2590/0.2677,0.06274974863804028,hela
cnn(3|3),sequence_ctcf_dnase_h3k4me3,0.1349/0.1681,0.2066/0.1949,0.04128921243014261,-0.004961620645887788,0.1225/0.1591,0.2166/0.1894,0.04643876071542685,hl60
cnn(5|3),sequence_ctcf_dnase_h3k4me3,0.1320/0.1651,0.2762/0.2856,0.07517895862511359,-0.003966422804648206,0.1218/0.1586,0.2300/0.1883,0.052452136351153866,hek293t
cnn(5|3),sequence_ctcf_dnase_h3k4me3,0.1455/0.1841,0.0178/0.0148,-0.02213897560252076,0.020702817746944158,0.0928/0.1163,0.2244/0.2084,0.04830648144527783,hela
cnn(5|3),sequence_ctcf_dnase_h3k4me3,0.0878/0.1133,0.2020/0.2314,0.0031309262294436646,-0.014701792251996637,0.1315/0.1651,0.3108/0.2998,0.0855917238537921,hl60
cnn(5|3),sequence_ctcf_dnase_h3k4me3,0.1133/0.1426,-0.1231/-0.0998,-0.4173102473211334,-0.0500083324812961,0.1292/0.1647,0.3489/0.3649,0.11681758869709347,hl60
cnn(7|3),sequence_ctcf_dnase_h3k4me3,0.1344/0.1655,0.2795/0.2846,0.07089006269047937,-0.04067444532907605,0.1230/0.1589,0.2369/0.1925,0.048067902320134914,hek293t
cnn(7|3),sequence_ctcf_dnase_h3k4me3,0.1126/0.1410,-0.1609/-0.1445,-0.3849125221166556,0.0837093918561671,0.1302/0.1650,0.3377/0.3557,0.11362275041865633,hek293t
cnn(7|3),sequence_ctcf_dnase_h3k4me3,0.1449/0.1841,0.0391/0.0359,-0.022733836142480257,-0.015703666843141173,0.0945/0.1175,0.1892/0.1936,0.028971915529811043,hela
cnn(7|3),sequence_ctcf_dnase_h3k4me3,0.0855/0.1105,0.2581/0.2732,0.051995188365818956,0.010577892575779013,0.1295/0.1640,0.3172/0.2982,0.09753426756462635,hl60
transformer,sequence_ctcf_dnase_h3k4me3,0.0906/0.1138,0.1765/0.1478,-0.006363861122166137,0.10004251769724548,0.1330/0.1656,0.2840/0.2804,0.08016805256279225,hct116
transformer,sequence_ctcf_dnase_h3k4me3,0.1128/0.1432,-0.1638/-0.1291,-0.4291375527057404,0.05685319274913736,0.1279/0.1625,0.3742/0.3793,0.13975699212996773,hct116
transformer,sequence_ctcf_dnase_h3k4me3,0.1450/0.1822,0.0846/0.0847,-0.0009920168636887716,0.005569761603128276,0.0953/0.1185,0.1079/0.1239,0.011527956102305392,hek293t
transformer,sequence_ctcf_dnase_h3k4me3,0.1324/0.1658,0.2721/0.2858,0.06751521220685686,-0.030482780936670895,0.1220/0.1586,0.2395/0.1970,0.051871742885106764,hela
linear,sequence_ctcf_dnase_rrbs,0.0889/0.1120,0.2678/0.2679,0.025498925840244824,-0.003115989728929125,0.1326/0.1666,0.2682/0.2528,0.06903185179500304,hek293t
linear,sequence_ctcf_dnase_rrbs,0.1137/0.1438,-0.1703/-0.1301,-0.44003143085449303,0.012695011668494516,0.1291/0.1650,0.3405/0.3433,0.11371350931805224,hela
linear,sequence_ctcf_dnase_rrbs,0.1437/0.1818,0.1050/0.1119,0.0026160080084578485,-0.004675333577600083,0.0957/0.1200,0.0730/0.0956,-0.012925127347434007,hl60
xgboost,sequence_ctcf_dnase_rrbs,0.0903/0.1143,0.1864/0.1730,-0.014168041087388117,0.0019585955789911402,0.1305/0.1644,0.3085/0.2969,0.09383153100506592,hct116
xgboost,sequence_ctcf_dnase_rrbs,0.1442/0.1828,0.0541/0.0484,-0.008217284791924628,-0.00998814647314783,0.0948/0.1184,0.1258/0.1423,0.013751847482514679,hek293t
xgboost,sequence_ctcf_dnase_rrbs,0.1135/0.1432,-0.1846/-0.1420,-0.42842319091254644,0.030242974525704458,0.1267/0.1629,0.3716/0.3817,0.13557766049149333,hela
xgboost,sequence_ctcf_dnase_rrbs,0.1328/0.1644,0.3028/0.3083,0.08362982861098389,-0.018638839817208486,0.1232/0.1590,0.2188/0.1802,0.04754507227619187,hl60
mlp,sequence_ctcf_dnase_rrbs,0.1111/0.1398,-0.1353/-0.1048,-0.36155933107796345,0.03504552581822229,0.1302/0.1649,0.3390/0.3391,0.11460708021186494,hct116
mlp,sequence_ctcf_dnase_rrbs,0.1305/0.1650,0.2839/0.2812,0.07690026956667206,-0.015866923345702832,0.1203/0.1602,0.2059/0.1863,0.032714183747195036,hek293t
mlp,sequence_ctcf_dnase_rrbs,0.1447/0.1822,0.0761/0.0735,-0.001128358960466258,-0.005670524603856086,0.0953/0.1194,0.1041/0.1193,-0.003417996782874244,hl60
mlp,sequence_ctcf_dnase_rrbs,0.0914/0.1160,0.1686/0.1705,-0.04479836301114992,-0.07309936318384802,0.1325/0.1669,0.2669/0.2404,0.06612436297328705,hl60
cnn(3|3),sequence_ctcf_dnase_rrbs,0.1470/0.1851,-0.0454/-0.0396,-0.03356827481867408,-0.00991433893298832,0.0945/0.1164,0.2172/0.1880,0.04633013182273793,hct116
cnn(3|3),sequence_ctcf_dnase_rrbs,0.1109/0.1359,-0.1402/-0.0899,-0.28704779982098416,-0.048863559236939524,0.1343/0.1694,0.2609/0.2632,0.065165694782085,hek293t
cnn(3|3),sequence_ctcf_dnase_rrbs,0.1354/0.1677,0.2169/0.2290,0.04683599759147805,0.0005851645154476559,0.1238/0.1595,0.2054/0.1843,0.04161155772165481,hela
cnn(3|3),sequence_ctcf_dnase_rrbs,0.0901/0.1147,0.1177/0.0758,-0.02079145444302455,0.08248898729104925,0.1335/0.1671,0.2530/0.2418,0.0630083025894077,hl60
cnn(5|3),sequence_ctcf_dnase_rrbs,0.1470/0.1846,0.0101/0.0066,-0.02793841142704956,0.01490338192241536,0.0942/0.1165,0.2183/0.1937,0.045057998398195576,hct116
cnn(5|3),sequence_ctcf_dnase_rrbs,0.0857/0.1111,0.2417/0.2527,0.040805475061062135,0.022972756579621834,0.1305/0.1644,0.3152/0.3088,0.09386157952772112,hct116
cnn(5|3),sequence_ctcf_dnase_rrbs,0.1328/0.1642,0.2970/0.2981,0.08535386976506432,0.00620848833530252,0.1233/0.1587,0.2265/0.1893,0.050612457655443865,hek293t
cnn(5|3),sequence_ctcf_dnase_rrbs,0.1147/0.1465,-0.1224/-0.1020,-0.4959393492852109,-0.12863743444537357,0.1298/0.1659,0.3365/0.3530,0.10304348514412143,hek293t
cnn(7|3),sequence_ctcf_dnase_rrbs,0.1295/0.1647,0.3144/0.3137,0.08064752390660812,-0.0309169841129473,0.1190/0.1592,0.2401/0.2184,0.04552422683043145,hek293t
cnn(7|3),sequence_ctcf_dnase_rrbs,0.1449/0.1836,0.0440/0.0408,-0.017052268196153797,-0.010022098896814713,0.0942/0.1175,0.1837/0.1759,0.028893646019948704,hek293t
cnn(7|3),sequence_ctcf_dnase_rrbs,0.1190/0.1481,-0.1995/-0.1784,-0.5279979127271694,-0.05937599875434674,0.1293/0.1642,0.3536/0.3652,0.12178804102716045,hela
cnn(7|3),sequence_ctcf_dnase_rrbs,0.0846/0.1095,0.2834/0.3018,0.06842049019377405,0.02700319440373411,0.1285/0.1645,0.3158/0.2986,0.09256905196743848,hl60
transformer,sequence_ctcf_dnase_rrbs,0.0920/0.1165,0.1495/0.0897,-0.054372199990256664,0.05203417882915495,0.1302/0.1652,0.3089/0.3022,0.08425626684043175,hek293t
transformer,sequence_ctcf_dnase_rrbs,0.1190/0.1492,-0.1677/-0.1280,-0.5506964623844011,-0.06470571692952332,0.1298/0.1640,0.3594/0.3663,0.12408457385338545,hek293t
transformer,sequence_ctcf_dnase_rrbs,0.1322/0.1646,0.2871/0.2920,0.0809466103596026,-0.01705138278392515,0.1215/0.1589,0.2225/0.1672,0.048441446911064556,hl60
transformer,sequence_ctcf_dnase_rrbs,0.1448/0.1821,0.1007/0.0993,-0.00024302493104388923,0.006318753535773158,0.0956/0.1184,0.1208/0.1339,0.012714429262880578,hl60
linear,sequence_ctcf_h3k4me3_rrbs,0.1439/0.1816,0.1094/0.1168,0.005775238199996591,-0.0015161033860613404,0.0961/0.1206,0.0665/0.0878,-0.023897687683727575,hek293t
linear,sequence_ctcf_h3k4me3_rrbs,0.1323/0.1639,0.3012/0.3071,0.08938335267866904,-0.007467350686542695,0.1245/0.1610,0.1805/0.1660,0.023002033154061352,hela
linear,sequence_ctcf_h3k4me3_rrbs,0.0886/0.1117,0.2729/0.2731,0.03032385065078369,0.0017089350816097415,0.1330/0.1667,0.2653/0.2509,0.06747263096382217,hl60
linear,sequence_ctcf_h3k4me3_rrbs,0.1139/0.1442,-0.1682/-0.1275,-0.44981689079779463,0.002909551725192916,0.1289/0.1646,0.3462/0.3461,0.11787324449824454,hl60
xgboost,sequence_ctcf_h3k4me3_rrbs,0.1441/0.1824,0.0767/0.0721,-0.003760109185713123,-0.0055309708669363244,0.0947/0.1184,0.1203/0.1333,0.013895335837695089,hct116
xgboost,sequence_ctcf_h3k4me3_rrbs,0.1110/0.1392,-0.1768/-0.1373,-0.35095954339369806,0.10770662204455284,0.1274/0.1633,0.3687/0.3793,0.1315673681295495,hct116
xgboost,sequence_ctcf_h3k4me3_rrbs,0.0907/0.1147,0.1757/0.1591,-0.0208806365887666,-0.004753999922387342,0.1305/0.1643,0.3100/0.2988,0.0947297424512612,hl60
xgboost,sequence_ctcf_h3k4me3_rrbs,0.1317/0.1633,0.3177/0.3229,0.09565821907844041,-0.006610449349751968,0.1228/0.1589,0.2211/0.1840,0.04817408379672683,hl60
mlp,sequence_ctcf_h3k4me3_rrbs,0.1112/0.1388,-0.1550/-0.1390,-0.34167107091591453,0.05493378598027121,0.1298/0.1652,0.3358/0.3447,0.11147370562603987,hek293t
mlp,sequence_ctcf_h3k4me3_rrbs,0.0883/0.1130,0.1914/0.1900,0.007708607613216678,-0.02059239255948142,0.1302/0.1674,0.2763/0.2643,0.05984873770715615,hek293t
mlp,sequence_ctcf_h3k4me3_rrbs,0.1435/0.1831,0.0691/0.0745,-0.011167095841582597,-0.015709261484972425,0.0935/0.1201,0.0803/0.0931,-0.014861995944618123,hl60
mlp,sequence_ctcf_h3k4me3_rrbs,0.1301/0.1650,0.2933/0.2957,0.07713214441966676,-0.015635048492708137,0.1197/0.1599,0.2166/0.1945,0.036031763321051846,hl60
cnn(3|3),sequence_ctcf_h3k4me3_rrbs,0.1453/0.1848,-0.0261/-0.0242,-0.03052550043630764,-0.006871564550621878,0.0938/0.1164,0.2162/0.2030,0.04648469755008677,hct116
cnn(3|3),sequence_ctcf_h3k4me3_rrbs,0.1350/0.1680,0.2077/0.2158,0.04241324859705031,-0.003837584478980083,0.1226/0.1600,0.1896/0.1559,0.035705759409971005,hl60
cnn(3|3),sequence_ctcf_h3k4me3_rrbs,0.1074/0.1336,-0.1309/-0.0869,-0.24306289543341553,-0.004878654849370889,0.1328/0.1695,0.2581/0.2686,0.06402402209671554,hl60
cnn(3|3),sequence_ctcf_h3k4me3_rrbs,0.0884/0.1132,0.1498/0.1520,0.004530061042747224,0.10781050277682103,0.1329/0.1675,0.2485/0.2412,0.058922790302257,hl60
cnn(5|3),sequence_ctcf_h3k4me3_rrbs,0.0884/0.1138,0.1909/0.1838,-0.0055625443855027434,-0.023395262866943045,0.1318/0.1650,0.3143/0.3033,0.08651916312696206,hek293t
cnn(5|3),sequence_ctcf_h3k4me3_rrbs,0.1129/0.1417,-0.1298/-0.1149,-0.3982013275983285,-0.030899412758491174,0.1301/0.1662,0.3272/0.3501,0.10078447774175703,hek293t
cnn(5|3),sequence_ctcf_h3k4me3_rrbs,0.1454/0.1872,-0.0013/-0.0005,-0.056731766563822505,-0.013889973214357587,0.0925/0.1161,0.2396/0.2113,0.051518929570258054,hl60
cnn(5|3),sequence_ctcf_h3k4me3_rrbs,0.1314/0.1656,0.2694/0.2843,0.06976820618608204,-0.009377175243679758,0.1208/0.1587,0.2349/0.1990,0.05125702229067075,hl60
cnn(7|3),sequence_ctcf_h3k4me3_rrbs,0.1317/0.1647,0.2873/0.2956,0.08059107460680603,-0.030973433412749385,0.1217/0.1588,0.2379/0.1945,0.04923130668154929,hek293t
cnn(7|3),sequence_ctcf_h3k4me3_rrbs,0.1135/0.1414,-0.1543/-0.1332,-0.3921994416279133,0.0764224723449094,0.1317/0.1646,0.3473/0.3599,0.11716883640065767,hek293t
cnn(7|3),sequence_ctcf_h3k4me3_rrbs,0.1451/0.1819,0.0858/0.0803,0.002394393954284424,0.009424563253623508,0.0949/0.1173,0.1865/0.1769,0.031403610903594226,hek293t
cnn(7|3),sequence_ctcf_h3k4me3_rrbs,0.0845/0.1090,0.2893/0.3050,0.07818732427460273,0.03677002848456279,0.1294/0.1644,0.3116/0.2980,0.09298574388011904,hela
transformer,sequence_ctcf_h3k4me3_rrbs,0.1452/0.1820,0.0944/0.0959,0.0010950211497445794,0.007656799616561627,0.0954/0.1185,0.1074/0.1384,0.011397019207470271,hct116
transformer,sequence_ctcf_h3k4me3_rrbs,0.1157/0.1455,-0.1876/-0.1430,-0.475452922963421,0.010537822491456739,0.1267/0.1621,0.3799/0.3851,0.14423432525480806,hek293t
transformer,sequence_ctcf_h3k4me3_rrbs,0.0945/0.1180,0.0972/-0.0066,-0.0808014647467814,0.025604914072630214,0.1344/0.1658,0.2884/0.2870,0.07828733578416558,hela
transformer,sequence_ctcf_h3k4me3_rrbs,0.1324/0.1646,0.2962/0.3064,0.08122563113791981,-0.016772362005607944,0.1222/0.1588,0.2237/0.1728,0.04981987246891462,hl60
linear,sequence_dnase_h3k4me3_rrbs,0.1433/0.1821,0.1069/0.1132,-0.0001698569780728132,-0.007461198564130744,0.0958/0.1205,0.0657/0.0993,-0.021032182228857943,hct116
linear,sequence_dnase_h3k4me3_rrbs,0.1145/0.1448,-0.1800/-0.1432,-0.46178188389181574,-0.009055441368828188,0.1289/0.1647,0.3447/0.3461,0.11673230090366793,hl60
linear,sequence_dnase_h3k4me3_rrbs,0.0898/0.1124,0.2836/0.2893,0.019468423332234863,-0.009146492236939086,0.1331/0.1671,0.2589/0.2462,0.06325472757893136,hl60
xgboost,sequence_dnase_h3k4me3_rrbs,0.1320/0.1635,0.3280/0.3276,0.09307457823371967,-0.009194090194472704,0.1233/0.1591,0.2153/0.1875,0.04602118349272355,hct116
xgboost,sequence_dnase_h3k4me3_rrbs,0.1116/0.1397,-0.1932/-0.1551,-0.3604500537034323,0.09821611173481859,0.1274/0.1634,0.3677/0.3762,0.13053133680626172,hek293t
xgboost,sequence_dnase_h3k4me3_rrbs,0.0911/0.1141,0.2262/0.2164,-0.01077904468504709,0.005347591981332167,0.1310/0.1650,0.2973/0.2904,0.08685136495941737,hl60
xgboost,sequence_dnase_h3k4me3_rrbs,0.1434/0.1825,0.0995/0.1044,-0.0046800350451743356,-0.006450896726397537,0.0951/0.1185,0.1144/0.1251,0.01233305155539488,hl60
mlp,sequence_dnase_h3k4me3_rrbs,0.1163/0.1433,-0.1808/-0.1532,-0.43073084129063854,-0.0341259843944528,0.1308/0.1643,0.3520/0.3610,0.12021302865836914,hct116
mlp,sequence_dnase_h3k4me3_rrbs,0.1356/0.1655,0.2867/0.2901,0.07126930738609172,-0.021497885526283178,0.1249/0.1597,0.2208/0.1989,0.03872122247692289,hct116
mlp,sequence_dnase_h3k4me3_rrbs,0.1420/0.1830,0.1275/0.1271,-0.010232870435606722,-0.01477503607899655,0.0943/0.1196,0.0807/0.1042,-0.007055533938654435,hek293t
mlp,sequence_dnase_h3k4me3_rrbs,0.0882/0.1117,0.2326/0.2377,0.03154155174345419,0.0032405515707560895,0.1311/0.1673,0.2667/0.2554,0.060763774725063446,hl60
cnn(3|3),sequence_dnase_h3k4me3_rrbs,0.0920/0.1155,0.1980/0.2106,-0.036659565795228,0.0666208759388458,0.1348/0.1680,0.2324/0.2360,0.053939375724635585,hct116
cnn(3|3),sequence_dnase_h3k4me3_rrbs,0.1458/0.1838,-0.0228/-0.0230,-0.019058057491505798,0.004595878394179964,0.0954/0.1173,0.1840/0.1692,0.03195896740126447,hek293t
cnn(3|3),sequence_dnase_h3k4me3_rrbs,0.1114/0.1378,-0.1453/-0.1094,-0.32385331692961006,-0.08566907634556542,0.1347/0.1698,0.2522/0.2633,0.0603304022951201,hela
cnn(3|3),sequence_dnase_h3k4me3_rrbs,0.1344/0.1677,0.2173/0.2299,0.046539709600671,0.0002888765246406022,0.1224/0.1595,0.2055/0.1935,0.04177171362747811,hela
cnn(5|3),sequence_dnase_h3k4me3_rrbs,0.0876/0.1109,0.2931/0.3086,0.044578930420533514,0.026746211939093212,0.1322/0.1651,0.2947/0.2915,0.08558973801730363,hek293t
cnn(5|3),sequence_dnase_h3k4me3_rrbs,0.1450/0.1845,0.0410/0.0386,-0.02707669311880756,0.01576510023065736,0.0942/0.1168,0.2033/0.1813,0.03930665785935272,hela
cnn(5|3),sequence_dnase_h3k4me3_rrbs,0.1322/0.1648,0.2853/0.2887,0.07906119881944362,-8.418261031817309e-05,0.1222/0.1589,0.2206/0.1865,0.04827378682166117,hela
cnn(5|3),sequence_dnase_h3k4me3_rrbs,0.1146/0.1442,-0.1516/-0.1248,-0.4481309760622796,-0.08082906122244227,0.1301/0.1654,0.3357/0.3558,0.10875314824382443,hl60
cnn(7|3),sequence_dnase_h3k4me3_rrbs,0.1312/0.1648,0.2824/0.2889,0.0789758756392408,-0.03258863238031462,0.1212/0.1586,0.2329/0.2072,0.051670172027247,hct116
cnn(7|3),sequence_dnase_h3k4me3_rrbs,0.0908/0.1157,0.2609/0.2421,-0.03969692791676893,-0.08111422370680887,0.1296/0.1637,0.3367/0.3127,0.10158129416044193,hct116
cnn(7|3),sequence_dnase_h3k4me3_rrbs,0.1139/0.1421,-0.1800/-0.1517,-0.4076863413373084,0.0609355726355143,0.1300/0.1649,0.3397/0.3495,0.11468224401318927,hek293t
cnn(7|3),sequence_dnase_h3k4me3_rrbs,0.1459/0.1846,0.0132/0.0120,-0.027311888128692896,-0.020281718829353812,0.0945/0.1170,0.1982/0.1845,0.036940731766326285,hek293t
transformer,sequence_dnase_h3k4me3_rrbs,0.1321/0.1653,0.2781/0.2961,0.07393458512750972,-0.02406340801601803,0.1216/0.1585,0.2328/0.1852,0.05324860743523918,hct116
transformer,sequence_dnase_h3k4me3_rrbs,0.1445/0.1823,0.0859/0.0791,-0.0025381144996290406,0.004023663967188007,0.0960/0.1186,0.1106/0.1248,0.01022633706140108,hela
transformer,sequence_dnase_h3k4me3_rrbs,0.1198/0.1481,-0.1853/-0.1471,-0.5292057246796218,-0.04321497922474404,0.1294/0.1631,0.3700/0.3702,0.13300446119608478,hl60
transformer,sequence_dnase_h3k4me3_rrbs,0.0908/0.1144,0.1755/0.1265,-0.01556593078636137,0.09084044803305025,0.1317/0.1651,0.2933/0.2904,0.0857619663748459,hl60
linear,all,0.1440/0.1816,0.1073/0.1147,0.005222501303915106,-0.0020688402821428253,0.0961/0.1206,0.0653/0.0871,-0.023739777097702364,hct116
linear,all,0.0887/0.1119,0.2708/0.2712,0.027602324518682053,-0.0010125910504918956,0.1329/0.1669,0.2634/0.2503,0.06564404612914143,hek293t
linear,all,0.1139/0.1442,-0.1690/-0.1283,-0.44966367143157004,0.0030627710914175044,0.1292/0.1648,0.3434/0.3444,0.11576225215086433,hela
xgboost,all,0.1442/0.1824,0.0759/0.0717,-0.0037570705317997444,-0.005527932213022946,0.0947/0.1184,0.1205/0.1371,0.013967809516788443,hct116
xgboost,all,0.0911/0.1152,0.1701/0.1573,-0.03122191871840818,-0.015095282052028924,0.1303/0.1642,0.3121/0.3017,0.09574787629631887,hek293t
xgboost,all,0.1112/0.1396,-0.1794/-0.1388,-0.3576249551940054,0.1010412102442455,0.1272/0.1631,0.3723/0.3827,0.13362935082914384,hela
xgboost,all,0.1321/0.1637,0.3158/0.3216,0.09135336556024054,-0.010915302867951837,0.1231/0.1589,0.2194/0.1823,0.04799323457325344,hela
mlp,all,0.1116/0.1386,-0.1361/-0.1199,-0.3394723825136705,0.05713247438251523,0.1304/0.1649,0.3389/0.3427,0.11449878351964637,hct116
mlp,all,0.0914/0.1164,0.1214/0.1325,-0.051733284935497004,-0.0800342851081951,0.1317/0.1669,0.2673/0.2511,0.06557761413870622,hek293t
mlp,all,0.1450/0.1821,0.0714/0.0637,6.172579955410207e-05,-0.004480439843835726,0.0955/0.1196,0.0736/0.0980,-0.00724867284846753,hek293t
mlp,all,0.1351/0.1652,0.2895/0.2929,0.07444703294909982,-0.018320159963275073,0.1239/0.1595,0.2217/0.1874,0.04115890711032355,hela
cnn(3|3),all,0.1458/0.1846,-0.0291/-0.0295,-0.02728210151175947,-0.0036281656260737094,0.0936/0.1159,0.2406/0.2383,0.05544056174143874,hek293t
cnn(3|3),all,0.1343/0.1677,0.2185/0.2212,0.04579192113924502,-0.0004589119367853778,0.1221/0.1591,0.2154/0.1892,0.0456607802735568,hela
cnn(3|3),all,0.1072/0.1322,-0.1026/-0.0544,-0.21797557065643547,0.02020866992760917,0.1350/0.1695,0.2538/0.2593,0.06425563666848033,hela
cnn(3|3),all,0.0894/0.1142,0.1310/0.1441,-0.011879594849069752,0.09140084688500405,0.1339/0.1672,0.2514/0.2427,0.06279714289650595,hela
cnn(5|3),all,0.0868/0.1110,0.2206/0.2493,0.04400624318912938,0.026173524707689078,0.1310/0.1651,0.2968/0.2880,0.08534484659273955,hct116
cnn(5|3),all,0.1439/0.1848,0.0232/0.0214,-0.02989808233180047,0.01294371101766445,0.0923/0.1169,0.2164/0.2006,0.03810008614662719,hct116
cnn(5|3),all,0.1167/0.1432,-0.1195/-0.0814,-0.4296633974087478,-0.0623614825689105,0.1323/0.1659,0.3293/0.3327,0.10316345483739664,hl60
cnn(5|3),all,0.1336/0.1665,0.2448/0.2705,0.05945573304914209,-0.019689648380619706,0.1217/0.1588,0.2259/0.1901,0.0501566711239918,hl60
cnn(7|3),all,0.1087/0.1406,-0.1215/-0.1005,-0.3783082042208923,0.09031370975193043,0.1277/0.1651,0.3521/0.3566,0.11230722257820014,hct116
cnn(7|3),all,0.0878/0.1118,0.1997/0.1938,0.028899077928038586,-0.012518217862001357,0.1308/0.1644,0.3092/0.2928,0.09335816487318027,hek293t
cnn(7|3),all,0.1455/0.1833,0.0344/0.0345,-0.013036378449264419,-0.0060062091499253345,0.0941/0.1164,0.2207/0.2194,0.046378492006569294,hek293t
cnn(7|3),all,0.1300/0.1637,0.3057/0.3158,0.09179555303369813,-0.01976895498585729,0.1202/0.1577,0.2557/0.2189,0.06286179789479374,hela
transformer,all,0.0922/0.1162,0.1363/0.0369,-0.047739830039796205,0.05866654877961541,0.1299/0.1656,0.2905/0.2998,0.08037947195318063,hct116
transformer,all,0.1450/0.1822,0.0867/0.0862,-0.0007337336142057005,0.005828044852611347,0.0953/0.1185,0.1069/0.1232,0.011338938890415706,hek293t
transformer,all,0.1317/0.1654,0.2823/0.2828,0.07280295571827389,-0.025195037425253863,0.1210/0.1589,0.2295/0.1768,0.048496732414381016,hela
transformer,all,0.1134/0.1414,-0.1582/-0.1244,-0.3941039237650126,0.09188682168986517,0.1272/0.1629,0.3690/0.3848,0.13560291650640188,hl60
